,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,765,765,625,875,3245,3143,4183,3466,3199,4165
ST Debt,265,265,375,325,695,711,624,161,0,252
LT Debt,500,500,250,550,2550,2432,3559,3306,3199,3913
Total Debt/EBITDA,0.65,0.60,0.49,0.72,2.76,2.33,3.30,2.79,2.20,2.12
Net Debt/EBITDA,0.48,0.50,0.33,0.52,2.49,2.08,2.48,1.36,1.17,1.36
Total Debt/EBIT,0.73,0.68,0.56,0.81,3.22,2.83,4.14,3.57,2.75,2.58
Net Debt/EBIT,0.54,0.56,0.37,0.59,2.90,2.53,3.12,1.74,1.46,1.66
EBITDA to Interest Expense,43.69,50.46,58.41,57.95,28.37,13.26,13.27,13.28,23.39,26.55
EBITDA-CapEx/Interest Expense,39.09,46.17,53.36,50.33,24.59,10.98,10.36,11.64,19.11,21.96
EBIT to Interest Expense,38.72,44.55,51.87,50.96,24.33,10.89,10.58,10.37,18.71,21.85
Interest Expense,27,25,22,21,41,102,96,94,62,74
Common Equity/Total Assets,48.78,48.77,50.06,47.48,34.36,35.38,32.21,30.69,29.46,28.39
Long-Term Debt/Equity (%),14.89,15.09,7.91,17.15,73.61,70.05,96.29,102.73,91.30,102.85
Long-Term Debt/Capital (%),11.06,10.42,5.30,10.79,33.72,31.78,39.89,43.48,42.99,44.16
Long-Term Debt/Total Assets (%),6.51,6.06,3.07,6.21,20.54,19.18,24.30,24.60,22.29,23.72
Total Debt/Equity (%),22.77,23.11,19.78,27.28,93.67,90.53,113.18,107.72,91.30,109.47
Total Debt/Capital (%),16.91,15.95,13.26,17.17,42.91,41.08,46.89,45.59,42.99,47.00
Total Debt/Total Assets (%),9.96,9.28,7.67,9.88,26.14,24.78,28.56,25.79,22.29,25.25
Net Debt to Equity,16.90,18.95,13.08,19.71,84.58,80.93,85.21,52.42,48.37,70.32
Net Debt/Capital (%),13.13,13.47,9.18,13.03,40.43,38.39,36.43,25.51,25.20,32.59
EBITDA,1178,1266,1265,1222,1177,1351,1268,1245,1454,1962
EBITDA-CapEx,1054,1158,1156,1061,1020,1119,990,1091,1188,1622
Operating Income (Loss),1044,1118,1124,1074,1009,1110,1011,972,1163,1614
