,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.58,0.69,0.62,0.62,0.51,0.63,0.60,0.67,0.71,0.68
Current Ratio,0.96,1.13,1.09,1.09,0.88,1.03,1.02,0.96,0.97,0.98
Quick Ratio,0.77,0.90,0.84,0.85,0.71,0.86,0.85,0.80,0.87,0.85
CFO/Avg Current Liab,0.21,0.13,0.15,0.26,0.21,0.26,0.12,-0.27,0.33,0.24
Common Equity/Total Assets,-16.71,-17.38,-17.43,-15.84,-14.36,-11.97,-8.63,-25.26,-23.09,-18.04
Long-Term Debt/Equity (%),92.71,121.98,117.07,133.19,117.41,163.44,242.79,4542.83,1857.54,908.63
Long-Term Debt/Capital (%),139.05,146.23,138.53,124.70,114.56,115.26,100.43,143.29,132.88,118.39
Long-Term Debt/Total Assets (%),26.93,33.66,32.53,33.41,26.02,32.16,42.33,59.50,46.88,42.15
Total Debt/Equity (%),109.57,124.85,119.55,136.34,138.31,168.35,251.14,4658.60,2052.60,1008.20
Total Debt/Capital (%),164.34,149.68,141.46,127.64,134.96,118.73,103.88,146.94,146.83,131.36
Total Debt/Total Assets (%),31.83,34.46,33.22,34.20,30.65,33.13,43.78,61.02,51.80,46.77
CFO/Total Liabilities,10.35,6.21,6.75,11.79,10.67,13.80,5.18,-10.36,12.68,11.67
CFO/CapEx,3.08,1.88,2.11,3.32,2.50,3.42,1.28,-4.86,11.14,5.19
Altman's Z-Score,2.29,2.53,2.57,2.66,2.76,2.74,2.48,-0.11,1.15,1.79
