,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,12755,12537,9633,8372,10770,7185,8958,9364,10747,9423
- Cash & Cash Equivalents,940,798,578,444,545,739,832,1650,1841,1338
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,72,75,78,84,109,119,138,296,314,284
+ Total Debt,1223,1340,2566,2220,2188,2113,1960,3787,4327,4228
Enterprise Value,13110,13154,11699,10231,12523,8679,10224,11797,13547,12597
Total Capital,4474,5134,6857,6521,6831,7571,8043,10382,11315,11969
Total Debt/Capital (%),27.32,26.10,37.43,34.04,32.04,27.91,24.37,36.48,38.24,35.32
Total Debt / EV,0.09,0.10,0.22,0.22,0.17,0.24,0.19,0.32,0.32,0.34
EV/Sales,1.76,1.58,1.46,1.13,1.28,0.82,1.01,1.16,0.91,0.80
EV/EBITDA,11.35,10.16,9.29,16.57,8.43,5.35,5.87,9.95,6.49,5.85
EV/EBIT,15.33,13.65,12.45,45.29,11.63,7.29,7.85,19.09,10.31,8.79
EV/Cash Flow to Firm,17.61,15.90,12.86,9.24,10.33,7.39,9.81,9.31,9.81,7.83
EV/Free Cash Flow to Firm,11.28,9.46,7.87,6.36,7.07,5.04,6.71,6.83,6.61,5.40
Diluted Market Cap,12946,12676,9910,8493,10806,7230,8975,8387,10734,9531
Diluted Enterprise Value,13301,13292,11977,10352,12558,8723,10241,10820,13534,12705
EV per Share,57.52,58.09,53.34,48.20,59.40,41.68,49.53,49.37,56.50,53.81
TTM Sales,7437,8305,8023,9071,9799,10530,10168,10165,14838,15801
TTM EBITDA,1155,1294,1260,617,1485,1621,1742,1186,2086,2154
TTM Operating Income,855,964,940,226,1077,1190,1303,618,1314,1433
TTM Cash Flow to Firm,744,827,910,1107,1212,1175,1043,1267,1381,1609
TTM Free Cash Flow to Firm,1162,1390,1487,1607,1772,1721,1524,1728,2049,2332
