,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,20.49,19.18,16.17,71.35,24.44,7.72,11.97,16.69,19.87,10.04
Price/Earnings Average,16.32,20.63,19.14,62.50,21.71,10.38,10.87,14.96,20.52,9.67
Price/Earnings High,20.61,23.38,23.30,78.21,26.72,13.02,12.85,18.77,24.63,12.50
Price/Earnings Low,12.89,17.39,13.74,49.79,17.96,7.26,8.47,7.24,16.74,7.77
Price/Book Value,4.01,3.37,2.29,1.98,2.38,1.35,1.51,1.49,1.61,1.26
Price/Book Value Average,3.20,3.63,2.71,1.74,2.11,1.81,1.37,1.33,1.66,1.22
Price/Book Value High,4.03,4.11,3.30,2.18,2.60,2.27,1.62,1.67,2.00,1.57
Price/Book Value Low,2.52,3.06,1.94,1.38,1.75,1.27,1.07,0.64,1.36,0.98
Price/Tangible Book Value,5.63,5.37,7.24,7.37,7.42,3.50,3.45,3.09,3.72,3.08
Price/Tangible Book Value Average,4.48,5.78,8.58,6.45,6.59,4.71,3.13,2.77,3.84,2.97
Price/Tangible Book Value High,5.66,6.55,10.44,8.08,8.11,5.91,3.70,3.47,4.61,3.83
Price/Tangible Book Value Low,3.54,4.87,6.16,5.14,5.45,3.29,2.44,1.34,3.13,2.38
Price/Sales,1.72,1.51,1.23,0.93,1.10,0.68,0.88,0.82,0.72,0.60
Price/Sales Average,1.37,1.63,1.45,0.82,0.97,0.92,0.80,0.74,0.74,0.58
Price/Sales High,1.73,1.85,1.77,1.02,1.20,1.15,0.94,0.92,0.89,0.75
Price/Sales Low,1.08,1.37,1.04,0.65,0.81,0.64,0.62,0.36,0.61,0.46
Price/Cash Flow,17.80,15.69,11.36,8.16,9.11,6.38,8.86,6.82,8.17,6.04
Price/Cash Flow Average,14.18,16.87,13.45,7.15,8.09,8.58,8.05,6.11,8.44,5.82
Price/Cash Flow High,17.90,19.12,16.37,8.95,9.96,10.76,9.51,7.67,10.13,7.52
Price/Cash Flow Low,11.20,14.23,9.65,5.70,6.69,6.00,6.27,2.96,6.88,4.67
Price/Free Cash Flow,11.39,9.29,6.86,5.53,6.21,4.32,6.03,4.98,5.44,4.16
Price/Free Cash Flow Average,9.07,9.99,8.12,4.84,5.52,5.81,5.48,4.46,5.62,4.01
Price/Free Cash Flow High,11.46,11.32,9.88,6.06,6.79,7.29,6.47,5.59,6.74,5.18
Price/Free Cash Flow Low,7.17,8.42,5.83,3.86,4.56,4.07,4.27,2.16,4.58,3.22
EV/Sales,1.76,1.58,1.46,1.13,1.28,0.82,1.01,1.16,0.91,0.80
EV/Sales Average,1.41,1.70,1.68,1.01,1.16,1.06,0.92,1.06,0.94,0.78
EV/Sales High,1.77,1.91,1.99,1.22,1.38,1.29,1.07,1.27,1.09,0.94
EV/Sales Low,1.13,1.44,1.28,0.85,0.99,0.78,0.75,0.64,0.80,0.66
EV/EBITDA,11.35,10.16,9.29,16.57,8.43,5.35,5.87,9.95,6.49,5.85
EV/EBITDA Average,9.11,10.90,10.69,14.89,7.62,6.88,5.40,9.12,6.66,5.69
EV/EBITDA High,11.42,12.29,12.66,17.88,9.11,8.40,6.25,10.93,7.73,6.92
EV/EBITDA Low,7.26,9.26,8.14,12.48,6.51,5.09,4.37,5.48,5.68,4.86
EV/EBIT,15.33,13.65,12.45,45.29,11.63,7.29,7.85,19.09,10.31,8.79
EV/EBIT Average,12.30,14.63,14.34,40.69,10.51,9.37,7.22,17.51,10.58,8.55
EV/EBIT High,15.42,16.50,16.97,48.85,12.56,11.44,8.35,20.97,12.27,10.40
EV/EBIT Low,9.80,12.44,10.91,34.09,8.97,6.93,5.84,10.51,9.02,7.30
Last Price,55.96,55.37,43.92,39.44,51.09,34.51,43.40,39.19,44.82,40.25
High Price,56.29,67.49,63.30,43.23,55.86,58.22,46.60,44.05,55.55,50.09
Low Price,35.22,50.22,37.33,27.52,37.54,32.46,30.71,17.00,37.76,31.14
Enterprise Value,13110,13154,11699,10231,12523,8679,10224,11797,13547,12597
Enterprise Value Average,10516,14101,13473,9192,11320,11155,9404,10822,13899,12250
Enterprise Value High,13185,15899,15949,11036,13528,13615,10885,12958,16120,14901
Enterprise Value Low,8382,11988,10254,7701,9666,8252,7605,6495,11854,10465
