,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.58,0.37,0.25,0.21,0.22,0.31,0.36,0.43,0.48,0.32
Current Ratio,1.72,1.37,1.33,1.39,1.46,1.59,1.65,1.62,1.74,1.56
Quick Ratio,1.35,1.03,0.95,1.02,1.06,1.14,1.18,1.20,1.25,1.10
CFO/Avg Current Liab,0.45,0.42,0.38,0.47,0.52,0.47,0.43,0.40,0.34,0.39
Common Equity/Total Assets,45.97,51.46,47.65,47.74,46.32,52.88,61.28,39.29,40.27,43.88
Long-Term Debt/Equity (%),28.11,19.41,58.50,61.89,54.99,44.67,34.56,55.35,58.68,55.49
Long-Term Debt/Capital (%),22.82,13.95,30.99,31.34,30.80,25.63,20.81,36.00,37.66,34.81
Long-Term Debt/Total Assets (%),14.76,9.91,24.03,23.13,21.49,19.22,17.25,23.31,25.71,24.51
Total Debt/Equity (%),33.66,36.31,70.66,67.22,57.20,48.64,40.46,56.08,59.58,56.31
Total Debt/Capital (%),27.32,26.10,37.43,34.04,32.04,27.91,24.37,36.48,38.24,35.32
Total Debt/Total Assets (%),17.68,18.54,29.02,25.12,22.36,20.93,20.20,23.62,26.11,24.88
CFO/Total Liabilities,21.88,22.67,16.66,18.72,19.80,19.59,20.75,13.19,14.02,16.54
CFO/CapEx,1.72,1.42,1.50,2.07,2.11,2.06,2.10,2.66,1.96,2.17
Altman's Z-Score,5.23,5.13,3.85,3.41,3.92,3.78,4.40,2.54,3.30,3.29
