,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,13782,12796,12760,12749,13322,13279,13774,14898,16213,18777
ST Debt,1160,91,815,1718,281,1052,161,1144,171,130
LT Debt,12622,12705,11945,11031,13041,12227,13613,13754,16042,18647
Total Debt/EBITDA,2.27,1.92,1.79,1.75,2.00,2.02,1.90,1.65,1.40,2.87
Net Debt/EBITDA,2.16,1.59,1.22,1.41,1.31,1.48,1.23,0.46,0.67,2.12
Total Debt/EBIT,3.59,2.82,2.60,2.57,3.15,3.23,2.96,2.28,1.81,4.88
Net Debt/EBIT,3.41,2.33,1.77,2.06,2.07,2.36,1.92,0.64,0.87,3.61
EBITDA to Interest Expense,5.38,7.56,11.73,7.24,10.21,14.28,15.22,9.24,27.52,13.70
EBITDA-CapEx/Interest Expense,2.32,5.53,9.37,5.70,6.33,6.66,8.88,6.53,19.11,2.13
EBIT to Interest Expense,3.41,5.14,8.09,4.95,6.47,8.92,9.77,6.69,21.25,8.05
Interest Expense,1126,882,607,1004,653,461,477,977,421,478
Common Equity/Total Assets,28.40,23.42,20.46,15.84,16.23,14.68,15.14,17.30,12.93,9.46
Long-Term Debt/Equity (%),77.76,90.77,92.19,100.71,111.93,108.23,115.04,95.25,125.06,166.02
Long-Term Debt/Capital (%),47.75,56.48,56.89,59.06,65.66,63.22,67.23,57.88,69.23,78.28
Long-Term Debt/Total Assets (%),28.33,30.69,29.67,29.47,32.36,29.61,31.82,26.84,29.81,34.96
Total Debt/Equity (%),84.91,91.42,98.48,116.40,114.34,117.54,116.40,103.17,126.40,167.17
Total Debt/Capital (%),52.14,56.89,60.77,68.25,67.07,68.66,68.02,62.69,69.97,78.83
Total Debt/Total Assets (%),30.93,30.91,31.69,34.06,33.05,32.16,32.20,29.07,30.13,35.21
Net Debt to Equity,80.63,75.63,67.25,93.46,75.14,86.03,75.40,28.87,60.88,123.84
Net Debt/Capital (%),50.85,52.19,51.40,63.32,50.84,54.65,50.49,27.33,45.24,64.42
EBITDA,6061,6664,7123,7267,6669,6584,7262,9024,11588,6548
EBITDA-CapEx,2608,4878,5685,5720,4136,3068,4235,6375,8044,1020
Operating Income (Loss),3838,4535,4910,4969,4224,4110,4658,6539,8946,3848
