,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,17960,19783,17210,21363,34071,40464,17447,21811,10782,8074
ST Debt,1140,945,995,907,4015,2802,3830,5,150,300
LT Debt,16820,18838,16215,20456,30056,37662,13617,21806,10632,7774
Total Debt/EBITDA,2.59,2.39,2.03,2.69,3.83,2.72,2.92,4.59,3.24,2.52
Net Debt/EBITDA,1.73,1.71,1.02,1.86,2.32,1.81,2.66,4.05,2.64,1.38
Total Debt/EBIT,4.22,3.59,2.89,4.20,6.92,4.51,6.26,13.13,5.77,3.99
Net Debt/EBIT,2.83,2.56,1.45,2.90,4.19,3.01,5.71,11.60,4.69,2.18
EBITDA to Interest Expense,6.30,8.40,8.96,9.26,8.22,9.90,8.96,6.20,6.34,6.51
EBITDA-CapEx/Interest Expense,4.21,4.77,8.83,8.91,8.11,9.81,8.65,6.11,1.87,5.00
EBIT to Interest Expense,3.86,5.61,6.29,5.93,4.55,5.97,4.17,2.17,3.56,4.11
Interest Expense,1101,983,946,858,1082,1504,668,767,525,492
Common Equity/Total Assets,35.20,38.01,46.35,42.06,15.21,16.25,-12.09,-16.33,-50.72,-51.04
Long-Term Debt/Equity (%),60.23,80.66,61.93,75.13,29.49,39.16,32.77,55.81,39.30,28.85
Long-Term Debt/Capital (%),35.45,37.03,30.28,36.50,46.31,51.85,141.50,201.94,-90.23,-61.66
Long-Term Debt/Total Assets (%),24.20,27.38,23.84,25.73,15.64,20.03,19.62,30.75,23.26,18.78
Total Debt/Equity (%),64.32,84.71,65.73,78.46,33.43,42.07,41.98,55.83,39.86,29.96
Total Debt/Capital (%),37.85,38.89,32.14,38.11,52.50,55.71,181.31,201.99,-91.50,-64.04
Total Debt/Total Assets (%),25.84,28.76,25.30,26.87,17.73,21.52,25.14,30.76,23.59,19.50
Net Debt to Equity,43.05,60.50,32.97,54.19,20.24,28.05,38.28,49.31,32.43,16.37
Net Debt/Capital (%),28.96,31.25,19.20,29.84,40.09,45.62,196.80,233.43,-63.59,-27.12
EBITDA,6935,8261,8475,7947,8895,14890,5983,4755,3328,3202
EBITDA-CapEx,4633,4689,8352,7647,8774,14756,5778,4685,982,2459
Operating Income (Loss),4254,5514,5954,5085,4926,8972,2788,1661,1870,2022
