,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),19.35,13.56,25.47,12.24,4.66,12.86,0,0,0,0
Return on Assets (%),6.88,5.45,11.23,5.85,1.07,2.02,0.39,-4.21,2.02,13.31
Return on Capital (%),11.67,9.00,15.95,9.29,0,6.96,0,0,-322.00,-50.10
Return on Invested Capital (%),6.74,8.95,10.69,10.92,0,4.77,0,0,3.15,4.04
Gross Margin (%),16.62,18.40,22.43,21.84,19.32,24.01,34.66,33.71,36.57,35.45
EBITDA Margin (%),12.15,14.20,17.37,16.50,14.24,17.32,27.81,23.31,26.48,24.60
Operating Margin (%),7.45,9.48,12.21,10.56,7.88,10.44,12.96,8.14,14.88,15.53
Incremental Operating Margin (%),104.42,115.92,-4.69,140.16,-1.11,17.22,9.59,101.08,-2.67,33.70
Pretax Margin (%),11.92,9.05,20.36,9.16,1.91,6.39,-2.20,-14.20,11.49,11.12
Profit Margin (%),8.39,6.48,15.76,8.97,2.34,4.47,2.31,-14.47,9.37,44.54
Net Income to Common Margin (%),7.79,5.90,15.06,8.26,2.34,4.47,2.31,-14.47,9.37,44.54
Effective Tax Rate (%),29.22,27.08,21.62,0.20,0,27.11,0,0,16.41,26.73
Dvd Payout Ratio (%),25.28,47.11,25.37,51.13,188.45,83.94,-314.65,-30.99,50.93,58.74
Sustainable Growth Rate (%),14.46,7.17,19.01,5.98,-4.12,2.07,0,0,0,0
