,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,0,0,955,1366,2490,5664,5263,23051,28200,14979
- Cash & Cash Equivalents,37,70,271,182,315,367,443,1244,780,921
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1,55,65,69,70,342,847,1116,2388,2390
Enterprise Value,-54,-34,727,1154,2220,5382,5292,22497,29604,16197
Total Capital,-16,23,-21,-47,-26,189,620,969,2460,1342
Total Debt/Capital (%),-5.02,240.70,-304.49,-148.66,-266.97,181.07,136.68,115.14,97.08,178.11
Total Debt / EV,-0.02,-1.64,0.09,0.06,0.03,0.06,0.16,0.05,0.08,0.15
EV/Sales,0,0,2.66,3.16,5.03,8.92,6.47,13.04,12.71,6.31
EV/EBITDA,0,0,43.60,28.77,52.53,53.01,38.69,46.66,54.82,33.52
EV/EBIT,0,0,0,65.63,147.40,71.97,59.63,53.06,63.56,41.91
EV/Cash Flow to Firm,0,0,22.60,9.48,23.21,23.39,22.44,31.29,44.73,23.19
EV/Free Cash Flow to Firm,0,0,13.71,6.81,20.40,18.81,20.91,30.94,42.90,22.21
Diluted Market Cap,0,0,773,1338,2500,6010,5591,24988,32565,15186
Diluted Enterprise Value,-36,-14,566,1226,2255,5985,5994,24860,34173,16654
EV per Share,0,0,6.46,9.95,18.23,44.94,44.72,178.78,233.06,129.52
TTM Sales,125,196,273,365,441,604,818,1726,2329,2566
TTM EBITDA,13,11,17,40,42,102,137,482,540,483
TTM Operating Income,1,-6,-2,18,15,75,89,424,466,386
TTM Cash Flow to Firm,12,13,32,122,96,230,236,719,662,698
TTM Free Cash Flow to Firm,39,23,53,169,109,286,253,727,690,729
