,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,111,111,113,116,122,120,118,126,127,125
Diluted Weighted Avg Shares,94,111,91,114,122,127,126,136,147,127
Basic Weighted Avg Shares,94,111,91,114,119,120,120,121,127,127
Revenue per Share,1.33,1.76,3.00,3.21,3.72,5.02,6.84,14.23,18.31,20.24
EBITDA per Share,0.14,0.10,0.18,0.35,0.36,0.85,1.14,3.98,4.24,3.81
Operating Income per Share,0.01,-0.06,-0.02,0.15,0.13,0.62,0.74,3.50,3.66,3.05
"Basic EPS, GAAP",-0.01,-0.14,-0.59,-0.26,0.69,0.64,0.80,2.88,3.88,-5.48
Basic EPS from Cont Ops,-0.01,-0.14,-0.59,-0.26,0.69,0.64,0.80,2.88,3.88,-5.48
"Diluted EPS, GAAP",-0.01,-0.14,-0.59,-0.26,0.67,0.61,0.76,2.56,3.36,-5.48
Diluted EPS from Cont Ops,-0.01,-0.14,-0.59,-0.26,0.67,0.61,0.76,2.56,3.36,-5.48
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,0.18,0.11,0.32,0.41,0.57,1.66,1.73,5.60,5.12,5.39
Free Cash Flow per Basic Share,-0.11,0.02,0.09,-0.01,0.46,1.19,1.59,5.53,4.90,5.15
Cash & Equivalents per Share,0.49,0.80,2.60,2.43,2.80,5.21,6.91,13.27,7.75,9.37
Book Value per Share,-0.15,-0.29,-0.77,-1.00,-0.79,-1.28,-1.92,-1.17,0.57,-8.38
Tangible Book Value per Share,-0.02,1.02,2.66,2.60,2.91,2.75,0.58,3.29,-10.63,-9.76
