,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,586,816,496,900,1381,2481,1371,836,7122,8080
+ Depreciation & Amortization,610,724,700,687,727,720,735,785,865,1062
+ Non-Cash Items,117,203,218,129,-149,176,291,871,107,238
+ Stock-Based Compensation,47,46,46,57,64,73,90,74,136,137
+ Deferred Income Taxes,57,91,-83,71,-221,3,99,163,12,-47
+ Asset Impairment Charge,14,25,245,0,0,110,67,0,0,0
+ Other Non-Cash Adj,-1,40,10,2,8,-10,34,635,-41,148
+ Chg in Non-Cash Work Cap,-235,-400,743,21,-907,-983,413,204,-1863,693
+ (Inc) Dec in Accts Receiv,-104,-179,655,-209,-330,-485,361,-129,-1392,501
+ (Inc) Dec in Inventories,-298,-46,594,-133,-901,-1092,713,284,-2307,962
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,47,-44,-495,362,398,440,-440,209,1380,-341
+ Inc (Dec) in Other,120,-131,-11,1,-75,154,-221,-160,456,-430
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,1078,1343,2157,1738,1051,2394,2809,2697,6231,10072
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,34,37,29,19,25,32,42,41,19,32
+ Disp of Fixed Prod Assets,34,37,29,19,25,32,42,41,19,32
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-1197,-668,-374,-605,-449,-983,-1477,-1543,-1622,-1948
+ Acq of Fixed Prod Assets,-1197,-668,-374,-605,-449,-983,-1477,-1543,-1622,-1948
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,73,-72,0,-50,100,50,-300,-96,155,-324
+ Dec in LT Investment,93,28,111,600,150,50,68,392,649,590
+ Inc in LT Investment,-19,-100,-112,-650,-50,0,-368,-489,-494,-914
+ Net Cash From Acq & Div,-85,-866,-99,-403,-603,-154,-61,-132,-1427,-3454
+ Cash from Divestitures,0,0,0,135,0,0,68,0,0,100
+ Cash for Acq of Subs,-85,-866,-99,-538,-603,-154,-129,-132,-1427,-3553
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,335,132,3,14,7,25,3,-33,0,-10
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-840,-1438,-442,-1025,-919,-1030,-1794,-1764,-2874,-5703
+ Dividends Paid,-471,-475,-479,-481,-485,-485,-492,-492,-483,-534
+ Net Cash From Debt,749,-5,-16,0,-600,496,0,1140,197,981
+ Cash From Debt,999,0,0,0,0,996,0,1238,197,2092
+ Repayments of Debt,-250,-5,-16,0,-600,-500,0,-97,0,-1111
+ Cash (Repurchase) of Equity,0,6,-66,11,-79,-830,-282,-28,-3276,-2763
+ Increase in Capital Stock,0,6,0,16,11,24,16,12,0,0
+ Decrease in Capital Stock,0,0,-67,-5,-90,-854,-299,-39,-3276,-2763
+ Other Financing Activities,-82,116,-228,-143,-74,-89,-106,-335,-40,-196
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,196,-359,-790,-614,-1238,-908,-880,286,-3603,-2511
Effect of Foreign Exchange Rates,-4,-5,-10,8,9,-6,1,2,0,-6
Net Changes in Cash,434,-454,926,98,-1106,456,135,1218,-246,1858
EBITDA,1539,2085,1822,2116,2609,4154,2702,2398,10183,11568
EBITDA Margin (%),8.08,9.88,11.08,13.06,12.88,16.57,11.96,11.91,27.91,27.87
Net Cash Paid for Acquisitions,85,866,99,403,603,154,61,132,1427,3454
Free Cash Flow,-119,675,1783,1133,603,1411,1332,1154,4609,8124
Free Cash Flow to Firm,-10,790,1904,1250,740,1516,1425,0,4732,8258
Free Cash Flow to Equity,664,706,1796,1151,28,1939,1374,2335,4825,9137
Free Cash Flow per Basic Share,-0.37,2.11,5.56,3.54,1.88,4.47,4.37,3.81,15.76,30.97
Price/Free Cash Flow,7.51,7.88,5.11,8.13,13.60,4.87,4.00,3.79,4.25,2.89
Cash Flow to Net Income,2.21,1.88,6.03,2.18,0.80,1.01,2.21,3.74,0.91,1.32
