,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2465,2214,3271,6210,5156,4942,5275,9567,7922,6662
ST Debt,11,11,7,401,801,2,602,502,799,699
LT Debt,2454,2203,3264,5809,4355,4940,4673,9065,7123,5963
Total Debt/EBITDA,2.39,1.85,2.65,4.79,3.32,2.80,2.76,4.90,3.58,3.06
Net Debt/EBITDA,1.94,1.34,2.02,4.21,2.88,2.60,2.38,4.74,3.42,2.70
Total Debt/EBIT,2.93,2.22,3.18,5.89,4.26,3.54,3.52,6.68,5.01,4.37
Net Debt/EBIT,2.38,1.60,2.43,5.17,3.71,3.28,3.05,6.47,4.79,3.85
EBITDA to Interest Expense,11.72,15.22,14.63,11.61,8.61,9.68,10.26,8.92,9.46,11.30
EBITDA-CapEx/Interest Expense,11.23,14.71,14.17,11.22,8.22,9.31,9.92,8.64,9.21,10.94
EBIT to Interest Expense,9.57,12.71,12.20,9.45,6.70,7.67,8.03,6.54,6.75,7.92
Interest Expense,88,79,84,112,181,182,187,219,234,192
Common Equity/Total Assets,36.17,41.85,40.43,32.42,38.18,40.98,43.18,35.58,39.88,50.89
Long-Term Debt/Equity (%),58.24,46.33,61.61,100.34,63.45,63.84,49.23,86.49,61.59,37.18
Long-Term Debt/Capital (%),45.23,38.41,44.22,53.52,41.00,44.15,35.69,50.04,40.99,29.24
Long-Term Debt/Total Assets (%),29.98,26.19,32.10,40.55,30.42,32.40,25.81,37.73,30.04,22.10
Total Debt/Equity (%),58.51,46.56,61.73,107.27,75.11,63.86,55.58,91.29,68.51,41.54
Total Debt/Capital (%),45.43,38.60,44.31,57.22,48.54,44.16,40.29,52.81,45.58,32.67
Total Debt/Total Assets (%),30.11,26.32,32.17,43.35,36.01,32.41,29.13,39.82,33.41,24.69
Net Debt to Equity,47.59,33.72,47.04,94.19,65.33,59.15,48.10,88.34,65.47,36.59
Net Debt/Capital (%),40.38,31.29,37.74,54.01,45.07,42.28,36.86,52.00,44.46,29.94
EBITDA,1032,1197,1232,1295,1555,1763,1914,1952,2214,2175
EBITDA-CapEx,989,1157,1193,1252,1485,1695,1851,1892,2156,2104
Operating Income (Loss),842,999,1028,1055,1210,1396,1498,1431,1580,1525
