,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,25.51,24.48,27.55,28.16,27.23,28.83,20.90,46.46,44.69,10.07
Price/Earnings Average,23.09,22.28,24.71,26.95,24.02,30.87,20.11,42.40,41.12,9.92
Price/Earnings High,25.63,24.88,28.32,29.13,28.16,34.17,22.66,50.19,46.14,11.47
Price/Earnings Low,20.84,19.60,20.90,23.96,19.32,26.84,15.16,26.43,33.37,8.30
Price/Book Value,4.65,4.50,4.68,4.01,4.86,4.37,4.73,5.18,5.46,3.34
Price/Book Value Average,4.21,4.10,4.19,3.84,4.28,4.67,4.55,4.72,5.02,3.29
Price/Book Value High,4.67,4.57,4.81,4.15,5.02,5.17,5.13,5.59,5.63,3.80
Price/Book Value Low,3.80,3.60,3.55,3.41,3.45,4.06,3.43,2.95,4.07,2.75
Price/Tangible Book Value,-5.79,-8.20,-6.29,-2.86,-4.89,-5.00,-6.18,-3.98,-5.66,-5.77
Price/Tangible Book Value Average,-5.24,-7.46,-5.64,-2.73,-4.31,-5.36,-5.94,-3.63,-5.21,-5.69
Price/Tangible Book Value High,-5.82,-8.33,-6.47,-2.96,-5.05,-5.93,-6.70,-4.30,-5.84,-6.58
Price/Tangible Book Value Low,-4.73,-6.56,-4.78,-2.43,-3.47,-4.66,-4.48,-2.26,-4.23,-4.76
Price/Sales,4.24,4.46,5.35,4.89,5.74,5.24,6.88,7.98,8.91,8.52
Price/Sales Average,3.84,4.06,4.80,4.68,5.07,5.62,6.62,7.29,8.20,8.39
Price/Sales High,4.26,4.53,5.50,5.06,5.94,6.22,7.46,8.62,9.20,9.71
Price/Sales Low,3.46,3.57,4.06,4.16,4.07,4.88,4.99,4.54,6.66,7.02
Price/Cash Flow,17.11,18.82,20.64,19.24,21.44,19.04,25.27,28.93,25.60,62.29
Price/Cash Flow Average,15.49,17.13,18.52,18.42,18.91,20.38,24.32,26.40,23.56,61.37
Price/Cash Flow High,17.19,19.13,21.22,19.91,22.17,22.56,27.40,31.26,26.43,70.98
Price/Cash Flow Low,13.98,15.07,15.67,16.37,15.21,17.72,18.33,16.46,19.12,51.35
Price/Free Cash Flow,16.43,18.13,20.01,18.63,20.55,18.38,24.50,28.13,25.17,57.33
Price/Free Cash Flow Average,14.87,16.50,17.95,17.83,18.13,19.68,23.58,25.67,23.15,56.49
Price/Free Cash Flow High,16.51,18.43,20.57,19.28,21.25,21.79,26.57,30.39,25.98,65.33
Price/Free Cash Flow Low,13.42,14.52,15.19,15.86,14.58,17.11,17.77,16.00,18.79,47.27
EV/Sales,4.87,4.92,6.06,6.35,6.73,6.14,7.75,9.68,10.24,9.63
EV/Sales Average,4.47,4.52,5.51,6.14,6.06,6.51,7.49,8.98,9.53,9.50
EV/Sales High,4.89,4.99,6.21,6.52,6.93,7.11,8.33,10.32,10.53,10.82
EV/Sales Low,4.09,4.03,4.77,5.62,5.06,5.77,5.85,6.23,7.98,8.13
EV/EBITDA,15.28,14.58,17.62,18.58,19.95,18.07,21.72,27.41,26.73,23.78
EV/EBITDA Average,14.02,13.39,16.02,17.97,17.94,19.16,20.99,25.43,24.87,23.47
EV/EBITDA High,15.35,14.80,18.06,19.08,20.53,20.93,23.35,29.23,27.49,26.72
EV/EBITDA Low,12.84,11.94,13.86,16.44,14.99,17.00,16.41,17.64,20.82,20.08
EV/EBIT,18.72,17.46,21.13,22.82,25.64,22.81,27.75,37.39,37.46,33.92
EV/EBIT Average,17.17,16.04,19.20,22.06,23.05,24.19,26.82,34.69,34.85,33.48
EV/EBIT High,18.79,17.72,21.65,23.43,26.39,26.43,29.83,39.87,38.52,38.12
EV/EBIT Low,15.73,14.30,16.62,20.19,19.27,21.46,20.96,24.06,29.18,28.64
Last Price,138.56,158.31,190.58,183.08,259.00,263.82,355.58,421.82,489.16,432.09
High Price,139.20,160.88,195.93,189.44,267.83,312.65,385.51,455.72,505.00,492.35
Low Price,113.19,126.75,144.62,155.79,183.74,245.59,257.89,240.00,365.23,356.22
Enterprise Value,15766,17455,21717,24066,31030,31856,41581,53507,59177,51714
Enterprise Value Average,14460,16028,19735,23267,27902,33785,40181,49639,55052,51037
Enterprise Value High,15829,17712,22256,24713,31935,36905,44697,57063,60848,58107
Enterprise Value Low,13246,14295,17081,21292,23316,29971,31412,34434,46102,43664
