,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,3251,3190,3260,3234,3236,3209,3448,4096,7043,6098
ST Debt,45,15,27,19,26,25,34,71,103,56
LT Debt,3206,3175,3233,3216,3210,3183,3414,4025,6940,6042
Total Debt/EBITDA,4.54,3.62,3.36,3.01,2.87,2.56,2.46,2.55,4.37,3.01
Net Debt/EBITDA,4.27,3.23,3.32,2.77,2.74,2.40,2.26,1.57,4.10,2.77
Total Debt/EBIT,6.39,4.74,4.39,3.95,3.74,3.25,3.04,3.47,4.96,3.51
Net Debt/EBIT,6.02,4.23,4.34,3.63,3.57,3.04,2.79,2.13,4.65,3.23
EBITDA to Interest Expense,2.87,4.46,6.08,7.33,7.49,8.43,8.79,10.36,10.67,8.59
EBITDA-CapEx/Interest Expense,2.68,4.19,5.51,6.90,6.95,7.85,7.30,9.34,10.01,8.05
EBIT to Interest Expense,2.03,3.41,4.65,5.59,5.75,6.64,7.11,7.61,9.40,7.36
Interest Expense,250,197,160,147,151,149,159,155,151,236
Common Equity/Total Assets,-33.25,-28.83,-24.42,-24.07,-26.35,-26.38,-25.22,-19.39,-19.47,-13.42
Long-Term Debt/Equity (%),450.44,338.99,294.96,307.59,326.58,326.43,355.55,310.33,983.42,376.82
Long-Term Debt/Capital (%),250.24,221.81,200.80,205.86,228.84,241.62,238.56,176.22,155.14,139.35
Long-Term Debt/Total Assets (%),54.11,52.04,47.85,46.28,46.14,44.41,42.68,43.08,52.58,46.01
Total Debt/Equity (%),456.82,340.63,297.45,309.36,329.18,329.02,359.10,315.80,997.97,380.33
Total Debt/Capital (%),253.78,222.89,202.49,207.04,230.66,243.54,240.94,179.33,157.44,140.65
Total Debt/Total Assets (%),54.88,52.30,48.25,46.55,46.51,44.76,43.11,43.83,53.36,46.44
Net Debt to Equity,430.39,303.84,294.01,284.14,314.51,307.92,329.41,194.05,935.30,349.75
Net Debt/Capital (%),280.25,261.85,204.94,228.78,245.63,270.11,247.67,287.99,156.59,139.48
EBITDA,717,881,969,1074,1127,1253,1401,1605,1610,2026
EBITDA-CapEx,670,826,879,1010,1046,1167,1164,1447,1510,1898
Operating Income (Loss),509,673,742,819,866,987,1134,1179,1419,1735
