,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.13,0.23,0.02,0.12,0.06,0.07,0.04,0.36,0.05,0.06
Current Ratio,1.58,1.67,1.48,1.42,1.34,1.35,1.24,1.53,1.27,1.33
Quick Ratio,1.27,1.40,1.19,1.17,1.11,1.14,1.02,1.28,1.02,1.06
CFO/Avg Current Liab,0.28,0.30,0.17,0.29,0.32,0.34,0.33,0.36,0.17,0.27
Common Equity/Total Assets,-33.25,-28.83,-24.42,-24.07,-26.35,-26.38,-25.22,-19.39,-19.47,-13.42
Long-Term Debt/Equity (%),450.44,338.99,294.96,307.59,326.58,326.43,355.55,310.33,983.42,376.82
Long-Term Debt/Capital (%),250.24,221.81,200.80,205.86,228.84,241.62,238.56,176.22,155.14,139.35
Long-Term Debt/Total Assets (%),54.11,52.04,47.85,46.28,46.14,44.41,42.68,43.08,52.58,46.01
Total Debt/Equity (%),456.82,340.63,297.45,309.36,329.18,329.02,359.10,315.80,997.97,380.33
Total Debt/Capital (%),253.78,222.89,202.49,207.04,230.66,243.54,240.94,179.33,157.44,140.65
Total Debt/Total Assets (%),54.88,52.30,48.25,46.55,46.51,44.76,43.11,43.83,53.36,46.44
CFO/Total Liabilities,7.03,8.42,4.90,10.23,13.02,14.63,14.59,16.33,6.28,11.59
CFO/CapEx,7.78,7.91,3.08,9.51,9.59,10.52,4.35,8.32,7.85,10.45
Altman's Z-Score,4.95,5.50,5.54,5.35,5.68,5.66,5.85,4.91,4.60,5.23
