,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,0
Return on Assets (%),2.28,4.07,6.27,6.19,7.52,9.10,9.72,9.09,8.77,8.47
Return on Capital (%),20.31,27.25,33.05,32.59,43.32,55.63,62.61,49.00,32.66,29.31
Return on Invested Capital (%),8.73,10.44,10.83,11.89,15.99,17.76,20.17,18.63,16.30,16.73
Gross Margin (%),16.35,15.91,16.29,16.64,16.13,16.67,16.86,17.38,17.14,19.73
EBITDA Margin (%),6.66,7.30,7.46,7.68,7.42,7.71,7.77,8.69,7.73,8.53
Operating Margin (%),4.72,5.57,5.71,5.86,5.70,6.08,6.29,6.39,6.82,7.31
Incremental Operating Margin (%),-0.31,12.59,7.55,7.77,3.88,11.55,8.16,10.48,10.19,10.80
Pretax Margin (%),1.82,3.21,4.98,4.81,4.35,5.18,5.27,5.43,6.23,6.26
Profit Margin (%),1.23,2.03,3.10,3.04,3.44,3.96,4.09,4.27,4.75,4.69
Net Income to Common Margin (%),1.23,2.03,3.10,3.04,3.44,3.96,4.09,4.27,4.75,4.69
Effective Tax Rate (%),32.07,36.83,37.70,36.88,20.79,23.50,22.42,21.33,23.82,25.09
Dvd Payout Ratio (%),5.50,13.72,13.12,18.54,20.44,21.68,24.89,27.85,23.75,25.36
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,0
