,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),12.03,10.33,10.13,10.17,0.38,10.41,9.41,7.61,9.29,8.68
Return on Assets (%),13.35,11.58,11.52,11.69,0.41,13.10,18.85,19.33,23.35,22.20
Return on Capital (%),9.49,8.17,7.07,6.40,0.23,6.85,6.76,5.92,8.02,7.58
Return on Invested Capital (%),16.37,14.48,11.57,9.85,0.36,12.77,17.58,22.38,37.53,35.26
Gross Margin (%),58.86,58.53,58.74,58.87,58.99,58.98,58.00,57.44,58.49,58.00
EBITDA Margin (%),31.35,31.55,32.57,33.42,33.95,35.03,33.81,33.35,34.41,34.11
Operating Margin (%),27.17,26.81,28.17,28.97,29.36,30.55,29.44,27.63,29.68,29.72
Incremental Operating Margin (%),-2.61,18.82,79.04,42.06,35.37,55.37,231.69,133.01,41.20,30.27
Pretax Margin (%),25.74,24.67,26.53,27.69,27.76,28.19,28.18,25.83,28.94,28.19
Profit Margin (%),23.63,21.70,22.97,24.06,0.88,24.54,24.61,22.05,24.87,23.81
Net Income to Common Margin (%),23.63,21.70,22.97,24.06,0.88,24.54,24.61,22.05,24.87,23.81
Effective Tax Rate (%),8.18,12.05,13.45,13.10,96.83,12.95,12.69,14.62,14.06,15.53
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),12.03,10.33,10.13,10.17,0.38,10.41,9.41,7.61,9.29,8.68
