,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,8507,9460,11021,10754,15327,13509,14595,15301,22591,20248
- Cash & Cash Equivalents,441,422,488,506,642,796,336,437,501,481
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1323,1465,3161,3529,3895,2297,3329,1534,1542,1651
Enterprise Value,8027,8869,11783,11470,15829,14070,17586,16392,23564,21418
Total Capital,5288,5861,8027,8916,9302,8293,9918,8644,9344,10162
Total Debt/Capital (%),25.03,25.00,39.39,39.58,41.87,27.69,33.56,17.75,16.50,16.25
Total Debt / EV,0.16,0.17,0.27,0.31,0.25,0.16,0.19,0.09,0.07,0.08
EV/Sales,4.22,4.46,5.77,5.29,6.85,5.81,7.31,6.93,8.46,7.21
EV/EBITDA,13.44,14.13,17.71,15.84,20.19,16.60,21.61,20.78,24.58,21.13
EV/EBIT,15.52,16.63,20.48,18.27,23.35,19.03,24.82,25.08,28.50,24.25
EV/Cash Flow to Firm,15.79,16.56,20.23,17.64,22.67,22.95,26.39,20.03,30.39,33.28
EV/Free Cash Flow to Firm,12.80,13.82,17.19,15.39,20.07,19.00,21.18,16.54,24.97,25.90
Diluted Market Cap,8681,9688,11270,10942,15572,14341,15896,15326,23075,20668
Diluted Enterprise Value,9563,10731,13944,13965,18825,15841,18889,16424,24116,21839
EV per Share,94.64,106.67,145.02,143.34,199.51,192.44,280.99,263.07,388.02,362.37
TTM Sales,1904,1989,2042,2167,2309,2420,2407,2365,2786,2972
TTM EBITDA,597,628,665,724,784,848,814,789,959,1014
TTM Operating Income,517,533,575,628,678,739,708,654,827,883
TTM Cash Flow to Firm,508,536,582,650,698,613,666,819,775,644
TTM Free Cash Flow to Firm,627,642,685,745,789,741,830,991,944,827
