,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,218,214,121,132,121,283,515,391,493,450
+ Depreciation & Amortization,190,192,199,188,183,215,207,198,180,172
+ Non-Cash Items,-7,16,51,48,42,94,-147,60,71,23
+ Stock-Based Compensation,36,43,50,53,65,77,75,83,123,120
+ Deferred Income Taxes,-15,-2,1,0,1,-48,-220,-53,-27,-40
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,-28,-25,0,-5,-24,64,-2,30,-25,-57
+ Chg in Non-Cash Work Cap,14,-15,-16,40,65,-105,11,24,7,-253
+ (Inc) Dec in Accts Receiv,-2,-13,9,3,-38,-51,-96,-14,-9,-55
+ (Inc) Dec in Inventories,-11,-32,-3,24,-39,-45,-21,-5,-73,-113
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,-15,-4,-8,10,111,-2,15,-16,60,-25
+ Inc (Dec) in Other,42,34,-14,3,31,-7,114,58,28,-60
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,415,407,355,407,412,487,585,672,751,391
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,21,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,21,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-71,-55,-44,-26,-44,-68,-69,-57,-46,-43
+ Acq of Fixed Prod Assets,-71,-47,-44,-26,-44,-68,-69,-57,-46,-43
+ Acq of Intangible Assets,0,-8,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,0,0,-111,-68,179,0,0,0,0
+ Dec in LT Investment,0,0,0,2,220,203,0,0,0,0
+ Inc in LT Investment,0,0,0,-113,-288,-24,0,0,0,0
+ Net Cash From Acq & Div,-259,-308,-144,-24,-273,-1763,-220,-174,-169,-158
+ Cash from Divestitures,0,0,12,14,20,0,1,28,67,215
+ Cash for Acq of Subs,-259,-308,-156,-39,-293,-1763,-221,-202,-236,-373
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,5,19,16,17,19,3,14,-1,-9,-25
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-325,-344,-172,-144,-366,-1650,-275,-232,-203,-226
+ Dividends Paid,0,0,0,0,0,0,0,0,0,0
+ Net Cash From Debt,-727,-864,-555,-576,-205,-874,-1450,-1798,-251,225
+ Cash From Debt,408,816,555,355,786,2976,1195,1174,199,815
+ Repayments of Debt,-1135,-1680,-1110,-931,-991,-3850,-2646,-2972,-450,-590
+ Cash (Repurchase) of Equity,48,-42,-205,-52,-211,-53,-151,-72,-195,-408
+ Increase in Capital Stock,48,56,30,68,74,40,29,10,0,0
+ Decrease in Capital Stock,0,-98,-234,-119,-285,-93,-180,-82,-195,-408
+ Other Financing Activities,581,854,557,472,495,1916,1309,1470,-2,-15
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-98,-52,-203,-156,79,989,-293,-400,-448,-199
Effect of Foreign Exchange Rates,-2,-11,-12,-7,17,-12,0,9,-11,-21
Net Changes in Cash,-9,12,-20,107,125,-173,17,40,99,-34
EBITDA,447,454,365,380,436,544,610,643,751,713
EBITDA Margin (%),19.55,18.96,15.93,16.10,16.44,17.50,18.68,20.43,20.53,19.39
Net Cash Paid for Acquisitions,259,308,144,24,273,1764,220,174,169,158
Free Cash Flow,344,352,311,381,368,419,516,615,704,348
Free Cash Flow to Firm,359,367,331,400,380,0,0,692,760,404
Free Cash Flow to Equity,-383,-504,-244,-194,163,-455,-934,-1183,474,573
Free Cash Flow per Basic Share,1.34,1.35,1.22,1.52,1.46,1.68,2.06,2.46,2.80,1.40
Price/Free Cash Flow,18.60,15.46,14.07,17.66,22.90,14.60,16.12,22.96,27.93,29.12
Cash Flow to Net Income,1.89,1.90,2.93,3.07,3.40,1.72,1.14,1.72,1.52,0.87
