,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,64,62,57,57,58,58,58,58,58,57
Diluted Weighted Avg Shares,65,64,61,58,58,59,58,58,59,58
Basic Weighted Avg Shares,64,64,61,57,58,58,57,58,58,58
Revenue per Share,24.03,26.77,27.84,31.70,35.93,38.89,38.19,36.72,40.66,44.95
EBITDA per Share,5.89,6.71,6.31,8.04,9.53,10.40,10.33,9.53,12.38,13.92
Operating Income per Share,5.04,5.77,5.24,6.81,7.96,8.53,8.41,7.56,10.59,12.19
"Basic EPS, GAAP",3.45,3.88,3.48,4.76,5.14,6.51,5.87,4.32,7.82,8.90
Basic EPS from Cont Ops,3.45,3.88,3.48,4.76,5.14,6.51,5.87,4.32,7.82,8.90
"Diluted EPS, GAAP",3.42,3.84,3.45,4.73,5.08,6.40,5.79,4.27,7.74,8.81
Diluted EPS from Cont Ops,3.42,3.84,3.45,4.73,5.08,6.40,5.79,4.27,7.74,8.81
Dividend per Share,0.63,0.76,0.90,0.99,1.11,1.25,1.43,1.53,1.68,2.18
Cash Flow per Share,4.18,4.53,4.32,5.80,6.08,8.71,6.66,8.70,9.40,8.90
Free Cash Flow per Basic Share,3.44,3.84,3.30,4.74,4.83,7.16,5.55,7.82,8.74,8.01
Cash & Equivalents per Share,0.66,0.68,0.88,1.17,1.57,1.65,2.62,3.59,5.16,2.86
Book Value per Share,21.41,25.20,30.15,33.94,37.72,43.09,47.91,50.29,56.36,64.16
Tangible Book Value per Share,-4.99,-7.03,-12.20,-9.00,-17.00,-11.32,-8.32,0.79,7.67,8.57
