,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.18,0.11,0.17,0.20,0.14,0.27,0.32,0.57,0.67,0.20
Current Ratio,2.55,1.81,2.45,2.25,1.37,2.52,2.12,2.81,2.62,1.36
Quick Ratio,1.49,1.10,1.51,1.50,0.92,1.68,1.43,1.87,1.77,0.84
CFO/Avg Current Liab,0.93,0.95,0.79,1.06,0.71,1.01,0.92,1.20,1.35,0.80
Common Equity/Total Assets,67.32,69.00,73.27,80.29,63.75,73.10,78.49,79.49,86.45,95.92
Long-Term Debt/Equity (%),71.88,75.47,165.55,110.91,108.73,88.60,68.02,60.71,36.20,15.05
Long-Term Debt/Capital (%),31.48,28.78,38.39,32.24,33.42,33.69,26.86,26.52,19.10,7.84
Long-Term Debt/Total Assets (%),31.25,29.95,46.29,38.99,36.80,37.57,30.58,29.06,20.62,9.04
Total Debt/Equity (%),73.50,88.40,169.18,115.64,137.00,90.58,78.69,62.88,37.79,32.16
Total Debt/Capital (%),32.19,33.70,39.23,33.61,42.10,34.45,31.07,27.46,19.93,16.76
Total Debt/Total Assets (%),31.95,35.08,47.30,40.65,46.36,38.41,35.38,30.10,21.52,19.31
CFO/Total Liabilities,23.25,20.95,15.41,21.08,15.48,25.61,19.78,26.23,33.45,33.63
CFO/CapEx,5.68,6.61,4.22,5.44,4.89,5.62,5.96,9.94,14.25,9.98
Altman's Z-Score,8.34,7.89,7.08,8.13,7.30,8.23,8.50,7.81,10.16,10.22
