,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,8928,10924,18973,16996,18174,16669,15368,18972,28245,13427
- Cash & Cash Equivalents,1021,1403,1676,1797,2847,2443,3315,3363,4111,4096
+ Preferred Equity and Hybrid Capital,365,560,658,0,22,30,15,1022,0,0
+ Minority/Non Controlling Interest,478,670,724,1561,1629,1577,1584,1494,1495,1445
+ Total Debt,1249,1747,3201,3159,4249,3717,5470,8729,8810,6552
Enterprise Value,9674,12142,21847,19847,20758,19522,18596,26830,34239,17280
Total Capital,1883,3005,5091,4849,6231,5841,7948,9464,8544,6588
Total Debt/Capital (%),66.34,58.14,62.88,65.15,68.19,63.64,68.82,92.23,103.11,99.45
Total Debt / EV,0.13,0.14,0.15,0.16,0.20,0.19,0.29,0.33,0.26,0.38
EV/Sales,2.03,2.11,3.27,2.26,2.06,1.74,1.54,5.16,3.98,1.48
EV/EBITDA,12.18,13.05,23.90,14.45,13.33,10.94,9.94,0,31.82,8.72
EV/EBIT,18.95,20.76,52.79,34.28,31.11,24.93,19.35,0,130.68,14.53
EV/Cash Flow to Firm,11.71,8.40,14.90,11.49,10.59,9.16,6.42,0,9.49,4.78
EV/Free Cash Flow to Firm,8.53,6.84,9.69,8.01,7.77,6.49,4.59,0,8.00,4.04
Diluted Market Cap,9610,11448,16922,17504,18730,17321,16153,18684,27172,14169
Diluted Enterprise Value,10681,13022,19830,20427,21783,20202,19907,26566,33366,18070
EV per Share,74.59,95.55,145.39,132.28,136.80,132.68,130.41,186.84,219.98,112.74
TTM Sales,4771,5763,6672,8774,10060,11223,12067,5199,8598,11667
TTM EBITDA,794,930,914,1373,1557,1784,1871,-459,1076,1981
TTM Operating Income,510,585,414,579,667,783,961,-1527,262,1189
TTM Cash Flow to Firm,826,1446,1467,1728,1961,2131,2895,-3522,3609,3617
TTM Free Cash Flow to Firm,1135,1774,2254,2477,2671,3009,4055,-2725,4282,4279
