,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,8994,7905,5528,2996,3816,10677,9747,9006,8980,9239
ST Debt,226,1016,610,227,584,22,847,731,892,2157
LT Debt,8768,6889,4918,2769,3232,10656,8901,8275,8088,7081
Total Debt/EBITDA,5.77,18.44,4.40,2.51,2.96,7.06,5.31,4.16,5.22,6.39
Net Debt/EBITDA,5.65,18.01,3.74,2.30,2.86,6.90,5.01,4.13,5.17,6.33
Total Debt/EBIT,9.41,-48.32,6.27,3.24,3.69,9.05,6.74,5.07,6.67,8.59
Net Debt/EBIT,9.22,-47.20,5.33,2.97,3.57,8.85,6.35,5.03,6.61,8.50
EBITDA to Interest Expense,4.11,1.29,4.22,6.10,8.13,3.86,3.77,5.15,4.53,3.53
EBITDA-CapEx/Interest Expense,2.52,-0.13,2.74,4.86,6.55,2.96,3.01,3.94,3.31,2.64
EBIT to Interest Expense,2.52,-0.49,2.96,4.73,6.51,3.01,2.97,4.23,3.54,2.63
Interest Expense,379,332,298,196,159,391,487,420,380,410
Common Equity/Total Assets,40.54,40.88,45.24,70.19,73.00,35.87,37.63,41.38,42.22,43.17
Long-Term Debt/Equity (%),163.72,149.43,129.59,67.91,86.02,142.77,111.95,95.87,91.27,80.40
Long-Term Debt/Capital (%),51.75,45.44,42.15,27.23,28.15,56.90,48.87,45.30,43.66,37.61
Long-Term Debt/Total Assets (%),45.27,39.27,36.73,27.43,31.10,47.97,39.91,37.28,36.05,32.11
Total Debt/Equity (%),167.94,171.47,145.67,73.48,101.58,143.06,122.60,104.34,101.33,104.90
Total Debt/Capital (%),53.09,52.14,47.38,29.46,33.24,57.02,53.51,49.29,48.47,49.06
Total Debt/Total Assets (%),46.44,45.06,41.28,29.68,36.73,48.07,43.70,40.57,40.03,41.89
Net Debt to Equity,164.52,167.50,123.68,67.32,98.17,139.89,115.64,103.42,100.39,103.83
Net Debt/Capital (%),52.58,51.56,43.33,27.67,32.48,56.47,52.06,49.07,48.24,48.81
EBITDA,1558,429,1255,1193,1291,1513,1836,2164,1721,1445
EBITDA-CapEx,955,-43,815,951,1039,1160,1467,1658,1257,1083
Operating Income (Loss),955,-164,881,925,1034,1180,1447,1776,1346,1075
