,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Accounts Receivable Turnover,14.07,14.37,12.87,11.18,13.85,13.49,13.06,13.52,13.89,13.40
Days Sales Outstanding,25.95,25.40,28.36,32.64,26.35,27.06,27.94,27.00,26.28,27.24
Inventory Turnover,5.97,5.57,4.52,4.36,5.79,5.36,5.41,5.15,4.73,4.32
Days Inventory Outstanding,61.18,65.48,80.73,83.73,63.09,68.09,67.42,70.94,77.09,84.48
Accounts Payable Turnover,9.27,8.72,6.89,5.63,6.69,6.87,5.60,5.26,5.06,5.48
Accounts Payable Turnover Days,39.37,41.85,53.00,64.84,54.53,53.10,65.14,69.44,72.17,66.57
Cash Conversion Cycle,47.76,49.04,56.10,51.53,34.90,42.05,30.22,28.50,31.20,45.15
Inventory to Cash Days,-35.23,-40.08,-52.37,-51.08,-36.74,-41.03,-39.47,-43.94,-50.81,-57.23
Inventories,2293,2201,1582,934,997,1572,1378,1734,1940,2232
Raw Materials,810,687,380,229,254,346,365,371,469,484
Work In Process,119,134,119,92,92,127,125,125,165,225
Finished Goods,1364,1380,1083,613,651,1099,888,1238,1306,1523
Other Inventory,0,0,0,0,0,0,0,0,0,0
