,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,2051,1648,2461,3161,344,1908,1049,-322,3427,868
+ Depreciation & Amortization,4396,4144,3947,3775,3051,2576,2535,2625,2597,2480
+ Non-Cash Items,1675,1766,-520,-1488,920,3319,2148,2183,1217,1815
+ Stock-Based Compensation,374,427,565,558,428,286,268,274,382,391
+ Deferred Income Taxes,-248,-304,-2522,-1345,-1122,2229,1079,-294,-167,-249
+ Asset Impairment Charge,0,0,0,0,0,88,0,865,0,905
+ Other Non-Cash Adj,1549,1643,1437,-701,1614,716,801,1338,1002,768
+ Chg in Non-Cash Work Cap,617,-647,-2227,-490,-3426,-4839,-1735,-2246,-1370,-570
+ (Inc) Dec in Accts Receiv,1058,1414,-384,690,-5,-586,-36,-948,-756,508
+ (Inc) Dec in Inventories,-251,69,-424,34,-542,-260,46,-527,-1959,-713
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,271,-224,803,637,-73,-5190,-1949,-825,1008,1523
+ Inc (Dec) in Other,-461,-1906,-2222,-1851,-2806,1197,204,54,337,-1888
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,8739,6911,3661,4958,889,2964,3997,2240,5871,4593
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,370,606,380,450,679,1094,597,703,354,602
+ Disp of Fixed Prod Assets,370,606,380,450,679,1094,597,703,354,602
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-2497,-3620,-3344,-3280,-3137,-2956,-2856,-2383,-2502,-3122
+ Acq of Fixed Prod Assets,-2497,-3620,-3344,-3280,-3137,-2956,-2856,-2383,-2502,-3122
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,67,83,55,-71,-7,65,-13,-53,-45,207
+ Dec in LT Investment,1005,1023,298,585,38,98,26,48,15,262
+ Inc in LT Investment,-938,-940,-243,-656,-45,-33,-39,-101,-60,-55
+ Net Cash From Acq & Div,-167,-43,-2504,3320,-2222,-194,-1526,-866,-505,0
+ Cash from Divestitures,0,6,140,3342,0,13,0,0,0,0
+ Cash for Acq of Subs,-167,-49,-2644,-22,-2222,-207,-1526,-866,-505,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,0,0,0,0,-220,-80,341,21,-98,226
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-2227,-2974,-5413,419,-4907,-2071,-3457,-2578,-2796,-2087
+ Dividends Paid,0,-37,-32,-373,-428,-570,-608,-618,-625,-621
+ Net Cash From Debt,-1117,-283,-194,241,-1524,-1681,1314,1908,-2443,-696
+ Cash From Debt,1083,852,15412,1074,2259,2457,3517,7007,3022,3296
+ Repayments of Debt,-2200,-1135,-15606,-833,-3783,-4138,-2203,-5099,-5465,-3992
+ Cash (Repurchase) of Equity,0,0,0,-2662,-2556,-3568,-2249,-355,-213,-512
+ Increase in Capital Stock,0,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,0,0,0,-2662,-2556,-3568,-2249,-355,-213,-512
+ Other Financing Activities,-5347,-3480,9501,562,5118,227,-5,-52,-83,33
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-6464,-3800,9275,-2232,610,-5592,-1548,883,-3364,-1796
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,-279
Net Changes in Cash,48,137,7523,3145,-3408,-4699,-1008,545,-289,710
EBITDA,8352,7961,7671,7834,4929,3706,5389,4116,4776,4640
EBITDA Margin (%),14.56,14.44,14.72,15.63,17.07,12.01,18.50,15.25,17.19,16.28
Net Cash Paid for Acquisitions,167,43,2504,-3320,2222,194,1526,866,505,0
Free Cash Flow,6242,3291,317,1678,-2248,8,1141,-143,3369,1471
Free Cash Flow to Firm,6184,3224,0,1458,0,0,1021,0,3571,1657
Free Cash Flow to Equity,5495,3614,503,2369,-3093,-579,3052,2468,1280,1377
Free Cash Flow per Basic Share,3.47,1.83,0.18,0.98,-1.37,0.01,0.84,-0.11,2.57,1.13
Price/Free Cash Flow,0,0,2.24,2.72,5.81,3.92,3.25,2.42,2.33,2.47
Cash Flow to Net Income,4.26,4.19,1.49,1.57,2.58,1.55,3.81,-6.96,1.71,5.29
