,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,57371,55123,52107,50123,28871,30852,29135,26982,27784,28496
+ Sales & Services Revenue,57371,55123,52107,50123,28871,30852,29135,26982,27784,28496
- Cost of Revenue,41630,39486,37168,35507,20177,21560,19642,18513,18408,18990
+ Cost of Goods & Services,41630,39486,37168,35507,20177,21560,19642,18513,18408,18990
Gross Profit,15741,15637,14939,14616,8694,9292,9493,8469,9376,9506
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,11785,11820,11215,10557,6816,8162,6639,6978,7197,7346
"+ Selling, General & Admin",8601,8717,8025,7821,5006,4851,4907,4624,4929,4941
+ Research & Development,1956,2197,2338,2298,1486,1663,1842,1874,1979,2045
+ Other Operating Expense,1228,906,852,438,324,1648,-110,480,289,360
Operating Income (Loss),3956,3817,3724,4059,1878,1130,2854,1491,2179,2160
- Non-Operating (Income) Loss,1085,1573,2254,-20,1606,862,1301,1933,-1408,1284
"+ Interest Expense, Net",-81,-91,-9,-284,-327,-274,-177,-215,211,188
+ Interest Expense,-81,-91,-9,-284,-327,-274,-177,-215,211,188
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,1166,1664,2263,264,1933,1136,1478,2148,-1619,1096
Pretax Income,2871,2244,1470,4079,272,268,1553,-442,3587,876
- Income Tax Expense (Benefit),820,596,-991,918,-164,-1744,504,-120,160,8
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,2051,1648,2461,3161,436,2012,1049,-322,3427,868
- Net Extraordinary Losses (Gains),0,0,0,0,92,104,0,0,0,0
+ Discontinued Operations,0,0,-179,-76,-92,-104,0,0,0,0
+ Extraord. & Accounting Changes,0,0,179,76,184,208,0,0,0,0
Income (Loss) Incl. MI,2051,1648,2461,3161,344,1908,1049,-322,3427,868
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",2051,1648,2461,3161,344,1908,1049,-322,3427,868
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",2051,1648,2461,3161,344,1908,1049,-322,3427,868
Basic Weighted Avg Shares,1801,1801,1804,1715,1646,1529,1353,1294,1309,1303
"Basic EPS, GAAP",1.14,0.92,1.36,1.84,0.21,1.25,0.78,-0.25,2.62,0.67
Basic EPS from Cont Ops,1.14,0.92,1.36,1.84,0.26,1.32,0.78,-0.25,2.62,0.67
Diluted Weighted Avg Shares,1826,1826,1834,1739,1674,1553,1366,1294,1330,1322
"Diluted EPS, GAAP",1.12,0.90,1.34,1.82,0.21,1.23,0.77,-0.25,2.58,0.66
Diluted EPS from Cont Ops,1.12,0.90,1.34,1.82,0.26,1.30,0.77,-0.25,2.58,0.66
EBITDA,8352,7961,7671,7834,4929,3706,5389,4116,4776,4640
EBITDA Margin (%),14.56,14.44,14.72,15.63,17.07,12.01,18.50,15.25,17.19,16.28
EBITA,3956,3817,3724,4059,1878,1130,2854,1491,2179,2160
EBIT,3956,3817,3724,4059,1878,1130,2854,1491,2179,2160
Gross Margin (%),27.44,28.37,28.67,29.16,30.11,30.12,32.58,31.39,33.75,33.36
Operating Margin (%),6.90,6.92,7.15,8.10,6.50,3.66,9.80,5.53,7.84,7.58
Profit Margin (%),3.57,2.99,4.72,6.31,1.19,6.18,3.60,-1.19,12.33,3.05
Sales per Employee,0,0,217113,257041,437439,514200,472971,454242,460000,473355
Dividend per Share,0,0.02,0.02,0.22,0.26,0.37,0.45,0.48,0.48,0.48
Depreciation Expense,4396,4144,3947,3775,3051,2576,2535,2625,2597,2480
