,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,18.87,31.34,22.09,15.24,20.82,75.54,22.93,23.61,23.70,25.09
Price/Earnings Average,19.14,33.65,20.65,15.28,22.63,64.59,23.24,23.65,24.87,24.18
Price/Earnings High,20.49,37.57,22.17,16.12,25.25,77.60,24.96,25.81,27.56,26.56
Price/Earnings Low,17.58,30.85,17.12,14.23,18.86,53.34,18.38,20.89,21.58,20.52
Price/Book Value,2.41,2.39,2.43,2.22,1.90,2.78,2.80,2.96,2.92,2.89
Price/Book Value Average,2.44,2.57,2.28,2.22,2.07,2.37,2.84,2.96,3.07,2.78
Price/Book Value High,2.61,2.87,2.44,2.35,2.30,2.85,3.05,3.23,3.40,3.06
Price/Book Value Low,2.24,2.36,1.89,2.07,1.72,1.96,2.24,2.62,2.66,2.36
Price/Tangible Book Value,-13.66,-17.47,-18.76,-15.74,-11.36,-15.40,-16.47,-17.39,-19.60,-19.39
Price/Tangible Book Value Average,-13.85,-18.76,-17.54,-15.78,-12.36,-13.16,-16.70,-17.42,-20.56,-18.68
Price/Tangible Book Value High,-14.83,-20.94,-18.83,-16.64,-13.78,-15.82,-17.93,-19.01,-22.79,-20.52
Price/Tangible Book Value Low,-12.72,-17.19,-14.54,-14.69,-10.30,-10.87,-13.21,-15.38,-17.85,-15.86
Price/Sales,2.59,2.78,3.47,3.53,2.95,4.06,4.12,4.35,4.27,4.40
Price/Sales Average,2.62,2.99,3.24,3.54,3.21,3.47,4.18,4.36,4.48,4.24
Price/Sales High,2.81,3.34,3.48,3.74,3.58,4.17,4.49,4.76,4.97,4.65
Price/Sales Low,2.41,2.74,2.69,3.30,2.68,2.86,3.31,3.85,3.89,3.60
Price/Cash Flow,15.40,14.54,14.67,18.02,13.28,18.01,16.82,18.04,20.50,21.40
Price/Cash Flow Average,15.62,15.61,13.72,18.07,14.44,15.40,17.05,18.07,21.50,20.62
Price/Cash Flow High,16.72,17.43,14.72,19.06,16.11,18.50,18.31,19.72,23.83,22.65
Price/Cash Flow Low,14.34,14.31,11.37,16.82,12.03,12.72,13.48,15.96,18.66,17.51
Price/Free Cash Flow,12.89,12.31,12.73,14.77,11.16,14.98,15.09,16.52,18.16,18.64
Price/Free Cash Flow Average,13.07,13.22,11.90,14.81,12.13,12.81,15.30,16.55,19.06,17.96
Price/Free Cash Flow High,14.00,14.76,12.78,15.62,13.53,15.39,16.43,18.06,21.12,19.73
Price/Free Cash Flow Low,12.01,12.12,9.86,13.79,10.11,10.58,12.10,14.62,16.54,15.24
EV/Sales,2.90,3.06,3.72,3.69,3.23,4.37,4.39,4.59,4.56,4.64
EV/Sales Average,2.96,3.32,3.59,3.85,3.63,3.87,4.45,4.60,4.77,4.48
EV/Sales High,3.15,3.67,3.83,4.04,3.99,4.57,4.76,4.99,5.25,4.89
EV/Sales Low,2.75,3.07,3.04,3.61,3.10,3.27,3.58,4.10,4.18,3.85
EV/EBITDA,13.07,13.75,14.70,14.32,13.34,17.76,16.64,16.86,17.74,18.24
EV/EBITDA Average,13.35,14.96,14.20,14.92,14.96,15.73,16.86,16.89,18.55,17.62
EV/EBITDA High,14.18,16.52,15.12,15.65,16.47,18.57,18.03,18.33,20.43,19.23
EV/EBITDA Low,12.39,13.83,12.03,14.00,12.78,13.27,13.55,15.04,16.26,15.16
EV/EBIT,15.75,16.87,18.06,17.21,16.16,21.38,19.84,19.43,20.53,20.97
EV/EBIT Average,16.09,18.35,17.45,17.94,18.13,18.94,20.09,19.46,21.47,20.26
EV/EBIT High,17.10,20.27,18.59,18.81,19.96,22.36,21.48,21.12,23.65,22.11
EV/EBIT Low,14.93,16.97,14.78,16.83,15.49,15.98,16.15,17.33,18.83,17.43
Last Price,79.02,78.32,83.91,86.99,78.06,109.65,117.66,134.40,142.20,149.38
High Price,85.82,93.89,84.21,92.00,94.67,112.63,128.09,146.92,165.35,158.11
Low Price,73.61,77.10,65.02,81.18,70.73,77.42,94.34,118.90,129.50,122.18
Enterprise Value,240811,233046,242802,240167,215994,295764,311555,349398,365785,380319
Enterprise Value Average,245976,253517,234520,250318,242302,261983,315599,349935,382531,367431
Enterprise Value High,261373,280077,249848,262527,266768,309276,337418,379818,421202,400940
Enterprise Value Low,228274,234501,198649,234900,206964,221084,253728,311737,335384,316069
