,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,2711,2715,2668,2553,2498,2505,2480,2430,2394,2362
Diluted Weighted Avg Shares,2905,2884,2844,2740,2657,2540,2626,2601,2539,2484
Basic Weighted Avg Shares,2720,2712,2699,2642,2529,2504,2487,2466,2410,2414
Revenue per Share,30.54,28.13,24.19,24.62,26.42,27.03,28.53,30.87,33.27,33.97
EBITDA per Share,6.78,6.25,6.12,6.35,6.40,6.65,7.53,8.40,8.55,8.64
Operating Income per Share,5.62,5.10,4.98,5.28,5.28,5.52,6.31,7.29,7.39,7.51
"Basic EPS, GAAP",4.19,2.50,3.80,5.71,3.75,1.45,5.13,5.69,6.00,5.95
Basic EPS from Cont Ops,4.30,3.29,3.72,3.86,3.90,1.58,5.27,5.82,6.14,6.11
"Diluted EPS, GAAP",3.92,2.35,3.60,5.50,3.57,1.43,4.86,5.40,5.70,5.79
Diluted EPS from Cont Ops,4.03,3.10,3.53,3.72,3.71,1.56,4.99,5.52,5.83,5.93
Dividend per Share,2.54,2.69,2.76,2.74,2.89,2.99,3.13,3.35,3.64,3.73
Cash Flow per Share,5.13,5.39,5.72,4.83,5.88,6.09,7.00,7.45,6.94,6.98
Free Cash Flow per Basic Share,3.72,4.01,4.49,3.55,4.41,4.75,5.76,6.32,5.63,5.71
Cash & Equivalents per Share,3.94,4.28,5.00,5.93,4.74,4.11,6.53,4.23,3.01,3.49
Book Value per Share,32.83,32.72,34.47,39.22,41.09,39.50,42.04,45.43,48.64,51.72
Tangible Book Value per Share,-5.79,-4.48,-4.47,-5.53,-6.87,-7.12,-7.14,-7.73,-7.26,-7.70
