,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,43604,39250,38628,34655,43523,30950,31377,30419,30377,27068
- Cash & Cash Equivalents,4450,1031,924,875,1523,332,858,1763,1472,2151
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,36,30,24,25,1,23,19,17,14,14
+ Total Debt,5835,7107,8028,8981,8619,9387,13551,17489,13599,13175
Enterprise Value,45025,43763,44692,41639,49313,39136,43893,45460,42509,38106
Total Capital,9906,13943,17924,21319,24397,16195,18024,21965,22195,22403
Total Debt/Capital (%),58.90,50.97,44.79,42.13,35.33,57.96,75.18,79.62,61.27,58.81
Total Debt / EV,0.13,0.16,0.18,0.22,0.17,0.24,0.31,0.38,0.32,0.35
EV/Sales,1.02,0.96,1.37,1.43,1.43,1.00,1.26,1.64,0.92,0.76
EV/EBITDA,7.35,6.48,6.23,6.80,7.43,6.05,8.09,12.89,4.84,5.92
EV/EBIT,8.82,7.63,7.30,8.23,9.03,7.48,10.66,21.23,5.75,7.37
EV/Cash Flow to Firm,8.89,6.97,7.40,7.14,8.77,6.76,8.36,11.52,5.23,6.00
EV/Free Cash Flow to Firm,6.80,5.63,5.97,5.16,6.88,4.96,5.52,7.71,4.22,4.62
Diluted Market Cap,45286,41993,40896,36028,44018,32046,33214,30417,30788,27234
Diluted Enterprise Value,46707,48099,48024,44159,51115,41124,45926,46160,42929,38272
EV per Share,82.04,89.87,101.54,103.07,125.00,104.17,131.62,136.10,129.00,116.89
TTM Sales,44062,45608,32735,29183,34484,39004,34727,27753,46173,50451
TTM EBITDA,6123,6755,7169,6124,6634,6472,5428,3526,8790,6437
TTM Operating Income,5102,5736,6122,5060,5460,5231,4116,2141,7397,5170
TTM Cash Flow to Firm,5062,6281,6042,5830,5622,5789,5253,3946,8125,6353
TTM Free Cash Flow to Firm,6623,7780,7482,8073,7169,7894,7947,5893,10084,8243
