,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.81,0.48,0.46,0.45,0.59,0.22,0.20,0.45,0.20,0.32
Current Ratio,2.65,2.14,2.25,2.11,2.46,1.92,1.83,2.11,1.69,1.75
Quick Ratio,1.54,1.12,1.04,1.07,1.33,1.03,0.87,1.26,0.93,0.92
CFO/Avg Current Liab,0.91,1.10,1.19,1.26,1.12,1.06,0.93,0.64,1.21,0.87
Common Equity/Total Assets,14.78,28.03,43.38,52.53,60.20,23.99,14.63,12.59,23.36,25.34
Long-Term Debt/Equity (%),46.16,80.98,116.69,138.07,95.52,82.66,159.12,206.66,108.62,95.42
Long-Term Debt/Capital (%),58.31,48.46,42.80,39.33,35.04,52.47,71.18,75.16,58.10,53.79
Long-Term Debt/Total Assets (%),21.16,27.83,33.71,35.77,32.62,30.05,42.16,46.63,35.10,33.14
Total Debt/Equity (%),46.63,85.17,122.12,147.88,96.30,91.31,168.06,218.94,114.55,104.32
Total Debt/Capital (%),58.90,50.97,44.79,42.13,35.33,57.96,75.18,79.62,61.27,58.81
Total Debt/Total Assets (%),21.38,29.27,35.28,38.31,32.89,33.20,44.52,49.40,37.01,36.23
CFO/Total Liabilities,32.70,37.94,36.10,32.28,30.17,30.40,22.18,12.42,30.94,25.78
CFO/CapEx,3.10,4.03,4.06,2.50,3.37,2.60,1.84,1.75,3.93,3.24
Altman's Z-Score,4.77,5.03,4.83,4.29,4.82,3.85,3.00,2.15,3.32,3.24
