,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,19237,16696,12256,12680,14390,13209,14395,13276,14697,21922
"+ Cash, Cash Equivalents & STI",5400,5207,3074,2711,3119,3019,1614,2514,3147,6133
+ Cash & Cash Equivalents,5400,5207,3074,2711,3119,3019,1614,2514,3147,6133
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,9632,7255,5173,6397,7506,6173,8510,6522,7470,10985
"+ Accounts Receivable, Net",9632,7255,5173,6397,7506,6173,8510,6522,7470,10985
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,3354,3397,3477,3150,3395,3543,3776,3893,3394,3276
+ Raw Materials,261,256,263,267,289,305,324,357,370,362
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,3093,3141,3214,2883,3106,3238,3452,3536,3024,2914
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,851,837,532,422,370,474,495,347,686,1528
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,30561,32045,36324,38973,39981,41093,44325,41445,40897,54520
"+ Property, Plant & Equip, Net",15398,17346,19721,20855,21460,22018,23786,23716,22435,35163
"+ Property, Plant & Equip",24426,27145,30310,31989,33742,35197,38071,40223,39797,52990
- Accumulated Depreciation,9028,9799,10589,11134,12282,13179,14285,16507,17362,17827
+ LT Investments & Receivables,11146,10113,12061,13200,13847,14324,14441,13182,13512,14621
+ LT Investments,11146,10113,12061,13200,13847,14324,14441,13182,13512,14621
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,4017,4586,4542,4918,4674,4751,6098,4547,4950,4736
+ Total Intangible Assets,3794,4174,4181,4158,4146,4139,4139,2268,2297,2317
+ Goodwill,3096,3274,3275,3270,3270,3270,3270,1425,1484,1486
+ Other Intangible Assets,698,900,906,888,876,869,869,843,813,831
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,223,412,361,760,528,612,1959,2279,2653,2419
Total Assets,49798,48741,48580,51653,54371,54302,58720,54721,55594,76442
+ Payables & Accruals,11559,8912,6033,7581,8482,7028,9410,6607,9420,14596
+ Accounts Payable,11090,8064,5655,7061,8027,6586,8575,5549,8461,11323
+ Accrued Taxes,872,878,878,805,1002,1116,979,1351,1254,1397
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,-403,-30,-500,-285,-547,-674,-144,-293,-295,1876
+ ST Debt,24,842,44,550,41,67,547,987,1489,529
+ ST Borrowings,24,842,44,550,41,67,547,987,1489,529
+ ST Finance Leases,0,0,0,0,0,0,18,16,33,0
+ Other ST Liabilities,1348,1340,1454,1332,1584,1840,1689,1924,1892,764
+ Deferred Revenue,872,878,878,805,1002,1116,979,1351,1254,1397
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,476,462,576,527,582,724,710,573,638,-633
Total Current Liabilities,12931,11094,7531,9463,10107,8935,11646,9518,12801,15889
+ LT Debt,6131,7842,8843,9588,10069,11093,11216,14906,12959,16661
+ LT Borrowings,6131,7842,8843,9588,10069,11093,11216,14906,12959,16661
+ LT Finance Leases,0,0,0,0,0,0,259,248,257,0
+ Other LT Liabilities,8344,7768,8268,8877,6767,7121,8689,8774,8197,9786
+ Accrued Liabilities,6125,5491,6041,6743,5008,5275,5553,5644,5475,6671
+ Pension Liabilities,921,1305,1285,1216,884,867,1044,1341,1055,937
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,1298,972,942,918,875,979,2092,1789,1667,2178
Total Noncurrent Liabilities,14475,15610,17111,18465,16836,18214,19905,23680,21156,26447
Total Liabilities,27406,26704,24642,27928,26943,27149,31551,33198,33957,42336
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,18893,19046,19151,19565,19774,19879,20307,20389,20511,19798
+ Common Stock,6,6,6,6,6,6,6,6,7,7
+ Additional Paid in Capital,18887,19040,19145,19559,19768,19873,20301,20383,20504,19791
- Treasury Stock,2602,6234,7746,8788,10378,15023,16673,17116,17116,15276
+ Retained Earnings,5622,9309,12348,12608,16306,20489,22064,16500,16216,25432
+ Other Equity,37,-531,-653,-995,-617,-692,-788,-789,-445,-460
Equity Before Minority Interest,21950,21590,23100,22390,25085,24653,24910,18984,19166,29494
+ Minority/Non Controlling Interest,442,447,838,1335,2343,2500,2259,2539,2471,4612
Total Equity,22392,22037,23938,23725,27428,27153,27169,21523,21637,34106
Total Liabilities & Equity,49798,48741,48580,51653,54371,54302,58720,54721,55594,76442
Shares Outstanding,590,546,529,519,502,456,441,437,438,466
Capital Leases - Total,0,0,0,0,0,0,277,264,290,0
Net Debt,755,3477,5813,7427,6991,8141,10149,13379,11301,11057
Net Debt to Equity,3.37,15.78,24.28,31.30,25.49,29.98,37.36,62.16,52.23,32.42
Tangible Common Equity Ratio,40,40,44,41,46,46,42,37,36,43
Current Ratio,1.49,1.50,1.63,1.34,1.42,1.48,1.24,1.39,1.15,1.38
Cash Conversion Cycle,2.93,2.57,6.18,7.40,5.58,8.33,10.27,22.93,10.96,4.00
Number of Employees,13500,14000,14000,14800,14600,14200,14500,14300,14000,13000
