,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash Ratio,0.18,0.15,0.14,0.18,0.22,0.11,0.12,0.34,0.08,0.12
Current Ratio,1.42,1.36,1.10,1.25,1.17,1.11,1.08,1.23,1.01,1.41
Quick Ratio,0.31,0.28,0.26,0.32,0.34,0.22,0.23,0.47,0.20,0.26
CFO/Avg Current Liab,0.69,0.75,0.70,0.66,0.79,0.79,0.78,0.91,0.64,0.56
Common Equity/Total Assets,57.43,67.80,73.00,82.87,89.88,105.70,101.14,82.49,94.15,100.71
Long-Term Debt/Equity (%),117.32,180.96,283.61,515.79,1668.98,0,0,1248.20,0,3085.02
Long-Term Debt/Capital (%),38.67,38.10,34.20,37.75,36.19,35.41,37.82,40.51,36.82,37.84
Long-Term Debt/Total Assets (%),36.26,42.23,42.10,52.02,54.50,60.92,65.84,58.34,58.37,63.04
Total Debt/Equity (%),117.59,184.48,337.48,544.68,1858.87,-1554.95,-1199.52,1316.22,-2728.12,3224.33
Total Debt/Capital (%),38.76,38.84,40.70,39.86,40.31,38.57,41.90,42.72,40.61,39.55
Total Debt/Total Assets (%),36.34,43.05,50.10,54.93,60.70,66.36,72.95,61.52,64.37,65.88
CFO/Total Liabilities,27.25,26.91,25.87,25.32,27.93,28.42,25.25,28.00,22.52,19.52
CFO/CapEx,5.49,5.72,6.24,6.04,6.34,5.34,5.12,7.65,6.46,4.69
Altman's Z-Score,6.02,6.83,6.87,7.31,8.19,8.08,7.60,7.02,8.10,7.71
