,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,1380,1307,1252,1203,1158,1105,1077,1077,1035,1016
Diluted Weighted Avg Shares,1434,1346,1283,1234,1184,1143,1097,1078,1058,1025
Basic Weighted Avg Shares,1425,1338,1277,1229,1178,1137,1093,1074,1054,1022
Revenue per Share,55.31,62.16,69.32,76.97,85.66,95.17,100.85,123.01,143.41,154.01
EBITDA per Share,7.67,9.16,10.68,12.53,14.21,15.77,16.60,19.36,24.57,26.43
Operating Income per Share,6.43,7.82,9.22,10.93,12.46,13.88,14.49,17.02,21.86,23.52
"Basic EPS, GAAP",3.78,4.74,5.49,6.47,7.33,9.78,10.29,11.98,15.59,16.74
Basic EPS from Cont Ops,3.78,4.74,5.49,6.47,7.33,9.78,10.29,11.98,15.59,16.74
"Diluted EPS, GAAP",3.76,4.71,5.46,6.45,7.29,9.73,10.25,11.94,15.53,16.69
Diluted EPS from Cont Ops,3.76,4.71,5.46,6.45,7.29,9.73,10.25,11.94,15.53,16.69
Dividend per Share,1.57,1.89,2.37,2.77,3.58,4.14,5.45,6.01,6.63,7.62
Cash Flow per Share,5.35,6.16,7.34,7.96,10.21,11.47,12.56,17.54,15.72,14.30
Free Cash Flow per Basic Share,4.38,5.08,6.16,6.64,8.60,9.32,10.11,15.25,13.29,11.25
Cash & Equivalents per Share,1.40,1.32,1.77,2.11,3.10,1.61,1.98,7.33,2.26,2.71
Book Value per Share,16.86,20.72,24.81,29.60,34.56,42.09,48.11,54.06,65.38,75.77
Tangible Book Value per Share,8.14,6.10,3.37,1.86,-0.71,-3.74,-4.99,-3.55,-8.84,-5.79
