,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5247,5152,5169,5032,5439,42478,37407,32919,33670,31093
ST Debt,233,147,149,276,240,2955,5514,3374,2545,2993
LT Debt,5014,5005,5020,4756,5199,39523,31893,29545,31125,28100
Total Debt/EBITDA,1.89,8.76,8.84,8.25,9.61,61.12,10.25,11.75,11.52,10.59
Net Debt/EBITDA,0.88,6.35,5.47,3.03,4.36,55.57,8.98,8.11,9.78,8.57
Total Debt/EBIT,2.41,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,1.13,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,0,0,0,0,2.25,1.40,2.17,1.95,2.42,2.39
EBITDA-CapEx/Interest Expense,0,0,0,0,0.38,0.34,1.55,1.19,1.46,1.34
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,0,0,0,0,252,498,1682,1438,1208,1228
Common Equity/Total Assets,25.34,18.54,21.36,23.47,25.74,9.85,12.95,18.38,21.05,26.32
Long-Term Debt/Equity (%),46.96,46.01,41.44,34.50,37.72,96.23,70.28,58.64,65.97,62.51
Long-Term Debt/Capital (%),26.22,32.04,28.78,25.00,24.31,68.60,55.36,47.99,46.92,40.70
Long-Term Debt/Total Assets (%),9.23,8.95,8.79,8.01,8.42,25.79,20.47,19.01,20.10,19.52
Total Debt/Equity (%),49.14,47.36,42.67,36.50,39.46,103.42,82.43,65.33,71.36,69.17
Total Debt/Capital (%),27.44,32.98,29.64,26.45,25.43,73.73,64.93,53.47,50.75,45.03
Total Debt/Total Assets (%),9.66,9.22,9.05,8.48,8.81,27.72,24.01,21.18,21.74,21.60
Net Debt to Equity,22.97,34.30,26.43,13.40,17.90,94.04,72.25,45.13,60.59,55.99
Net Debt/Capital (%),15.02,26.28,20.69,11.66,13.40,71.84,61.87,44.25,46.67,39.87
EBITDA,2773,588,585,610,566,695,3651,2802,2923,2937
EBITDA-CapEx,2246,115,75,149,95,167,2601,1708,1769,1642
Operating Income (Loss),2176,0,0,0,0,0,0,0,0,0
