,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),11.27,17.42,18.57,14.29,15.00,17.02,28.95,34.70,17.54,18.92
Return on Assets (%),2.73,3.81,3.71,3.21,3.69,2.45,3.30,5.44,3.46,4.46
Return on Capital (%),8.00,12.15,12.77,10.37,11.87,7.58,11.11,16.03,9.82,11.20
Return on Invested Capital (%),9.54,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
EBITDA Margin (%),8.56,1.68,1.54,1.54,1.35,1.43,2.37,1.74,1.68,1.63
Operating Margin (%),6.72,0,0,0,0,0,0,0,0,0
Incremental Operating Margin (%),66.73,-85.87,0,0,0,0,0,0,0,0
Pretax Margin (%),6.72,9.46,8.78,7.51,8.58,7.37,4.27,6.77,3.89,4.62
Profit Margin (%),4.56,6.02,5.53,4.71,5.32,5.43,3.32,5.27,3.08,3.69
Net Income to Common Margin (%),4.56,6.02,5.53,4.71,5.32,5.43,3.32,5.27,3.08,3.69
Effective Tax Rate (%),32.08,36.62,37.57,38.13,38.10,26.11,22.07,21.89,20.16,19.24
Dvd Payout Ratio (%),0.74,0.53,0,0,0,0,0.29,0.18,24.54,20.52
Sustainable Growth Rate (%),11.19,17.33,18.57,14.29,15.00,17.02,28.87,34.64,13.24,15.04
