,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash Ratio,0.55,0.63,0.44,0.50,0.34,0.26,0.47,0.52,0.48,0.50
Current Ratio,1.82,1.84,1.50,1.59,1.39,1.45,1.58,1.51,1.43,1.37
Quick Ratio,1.58,1.59,1.35,1.46,1.22,1.27,1.45,1.40,1.31,1.26
CFO/Avg Current Liab,0.77,0.95,0.82,0.62,0.53,0.60,0.53,0.84,0.70,0.63
Common Equity/Total Assets,61.87,45.68,39.95,42.97,47.50,45.37,34.33,36.06,38.16,40.51
Long-Term Debt/Equity (%),31.00,48.35,100.39,92.76,78.51,93.58,186.65,141.13,139.02,137.29
Long-Term Debt/Capital (%),18.80,29.95,42.88,41.65,36.78,39.32,55.64,51.44,49.52,48.65
Long-Term Debt/Total Assets (%),14.32,19.56,30.04,30.71,29.13,30.54,46.44,41.20,40.32,41.12
Total Debt/Equity (%),31.01,48.48,100.60,92.89,85.42,99.01,197.44,150.87,149.14,146.93
Total Debt/Capital (%),18.80,30.03,42.97,41.71,40.02,41.60,58.86,54.99,53.13,52.07
Total Debt/Total Assets (%),14.32,19.61,30.10,30.75,31.69,32.32,49.12,44.05,43.25,44.00
CFO/Total Liabilities,23.96,24.31,17.68,15.18,14.20,15.32,9.23,17.29,16.10,14.45
CFO/CapEx,1.21,1.23,1.18,0.96,0.83,1.02,0.87,1.72,1.45,1.43
Altman's Z-Score,4.39,3.86,3.19,3.66,3.87,3.30,2.18,2.89,2.68,2.58
