,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,942,1193,1394,3622,2952,2766,3613,3491,3075,3231
ST Debt,182,210,543,554,248,139,736,532,161,162
LT Debt,761,983,851,3069,2704,2628,2877,2960,2914,3069
Total Debt/EBITDA,2.03,2.22,2.21,5.70,2.47,2.02,2.95,3.36,1.57,0.97
Net Debt/EBITDA,0.93,1.27,1.23,4.08,1.67,1.24,2.22,2.32,0.88,0.08
Total Debt/EBIT,3.75,4.43,5.08,13.34,4.13,3.22,5.71,8.41,2.26,1.17
Net Debt/EBIT,1.72,2.53,2.83,9.56,2.80,1.98,4.30,5.81,1.26,0.10
EBITDA to Interest Expense,12.00,15.77,12.71,4.37,8.48,10.66,8.26,6.18,15.02,34.95
EBITDA-CapEx/Interest Expense,7.95,9.78,7.24,2.91,5.67,6.65,3.99,3.31,11.25,24.03
EBIT to Interest Expense,6.51,7.89,5.52,1.87,5.06,6.70,4.27,2.47,10.44,29.13
Interest Expense,39,34,50,145,141,128,148,168,130,95
Common Equity/Total Assets,-34.50,-23.52,-18.20,-7.54,4.96,12.98,14.21,16.52,25.36,36.49
Long-Term Debt/Equity (%),50.71,59.47,52.12,166.31,96.53,82.26,86.53,83.18,63.29,49.44
Long-Term Debt/Capital (%),-511.50,318.54,119.20,98.28,81.17,69.63,59.53,59.89,52.65,40.27
Long-Term Debt/Total Assets (%),23.35,25.55,21.98,44.31,37.58,34.63,34.14,34.16,30.27,25.62
Total Debt/Equity (%),62.81,72.15,85.42,196.33,105.38,86.60,108.68,98.12,66.78,52.05
Total Debt/Capital (%),-633.62,386.45,195.36,116.02,88.62,73.30,74.76,70.64,55.55,42.40
Total Debt/Total Assets (%),28.93,31.00,36.02,52.31,41.03,36.46,42.88,40.29,31.94,26.97
Net Debt to Equity,28.85,41.19,47.57,140.61,71.50,53.11,81.78,67.75,37.40,4.42
Net Debt/Capital (%),-65.74,-335.25,809.49,123.88,84.08,62.74,69.03,62.43,41.18,5.84
EBITDA,463,538,632,636,1197,1367,1226,1040,1959,3317
EBITDA-CapEx,307,334,360,423,801,852,591,557,1467,2281
Operating Income (Loss),251,269,274,272,715,858,633,415,1362,2765
