,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.21,0.19,0.20,0.20,0.16,0.14,0.16,0.17,0.18,0.11
Current Ratio,0.82,1.02,0.81,0.89,0.72,0.62,0.68,0.72,1.02,1.14
Quick Ratio,0.64,0.73,0.60,0.68,0.56,0.48,0.49,0.55,0.76,0.40
CFO/Avg Current Liab,0.59,0.67,0.77,0.81,0.77,0.49,0.50,0.32,0.43,0.47
Common Equity/Total Assets,20.59,19.69,20.06,19.88,21.34,19.96,19.17,17.83,18.19,17.41
Long-Term Debt/Equity (%),85.67,92.42,91.92,103.00,95.50,103.90,106.17,110.92,114.68,98.73
Long-Term Debt/Capital (%),50.44,53.54,51.22,57.95,54.80,55.39,57.10,57.92,62.79,56.29
Long-Term Debt/Total Assets (%),25.81,26.25,26.30,30.54,30.62,32.45,33.29,33.62,36.95,29.86
Total Debt/Equity (%),101.48,103.23,109.29,110.64,107.66,122.99,123.75,131.54,124.71,116.88
Total Debt/Capital (%),59.75,59.80,60.90,62.25,61.77,65.57,66.56,68.69,68.28,66.64
Total Debt/Total Assets (%),30.57,29.32,31.27,32.80,34.52,38.41,38.81,39.87,40.18,35.35
CFO/Total Liabilities,8.99,8.92,10.06,10.19,10.30,7.27,7.86,5.01,6.39,8.17
CFO/CapEx,1.01,1.17,1.07,0.94,0.98,0.77,0.90,0.56,0.69,0.94
Altman's Z-Score,1.10,1.11,1.07,1.09,1.18,1.03,1.07,0.89,1.06,1.05
