,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.28,0.26,0.13,0.15,0.16,0.14,0.18,0.41,0.30,0.17
Current Ratio,0.74,0.78,0.68,0.76,0.74,0.79,0.84,0.93,0.85,0.78
Quick Ratio,0.62,0.62,0.51,0.52,0.56,0.54,0.55,0.81,0.71,0.62
CFO/Avg Current Liab,0.79,0.93,1.06,0.97,0.99,0.99,0.89,0.84,1.00,0.92
Common Equity/Total Assets,12.13,13.54,12.87,12.80,20.46,16.70,19.27,20.63,22.46,20.08
Long-Term Debt/Equity (%),85.68,81.31,88.76,96.44,83.92,145.42,114.69,108.17,94.60,113.44
Long-Term Debt/Capital (%),65.13,61.80,63.63,63.27,56.59,68.82,62.88,61.75,58.41,63.07
Long-Term Debt/Total Assets (%),28.06,27.62,29.41,30.78,31.79,42.65,37.11,36.74,33.61,36.17
Total Debt/Equity (%),91.99,89.10,95.33,105.95,91.17,151.38,119.91,111.55,96.78,115.57
Total Debt/Capital (%),69.92,67.72,68.35,69.51,61.48,71.64,65.74,63.68,59.76,64.25
Total Debt/Total Assets (%),30.13,30.27,31.59,33.82,34.53,44.40,38.80,37.89,34.38,36.85
CFO/Total Liabilities,13.26,16.11,16.86,15.66,18.43,13.66,14.42,13.68,16.38,15.07
CFO/CapEx,1.64,1.75,1.67,1.55,1.66,1.78,1.72,1.76,1.95,1.56
Altman's Z-Score,3.30,3.66,3.66,3.53,3.90,3.14,3.39,3.28,3.44,3.18
