,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,123052,137526,138241,175690,186013,155467,205706,234575,229336,147578
- Cash & Cash Equivalents,1718,3910,2295,3301,3428,3814,5500,11740,8711,4749
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,1321,1423,2930,3677,2200,2205,2520,2695,1917,1095
+ Total Debt,47847,48234,52621,61046,64556,111743,102217,103760,94850,94811
Enterprise Value,166929,182671,191391,237112,249341,265601,304943,329290,317392,238735
Total Capital,68433,71226,76993,87827,105003,155985,155486,162947,158723,147566
Total Debt/Capital (%),69.92,67.72,68.35,69.51,61.48,71.64,65.74,63.68,59.76,64.25
Total Debt / EV,0.29,0.26,0.27,0.26,0.26,0.42,0.34,0.32,0.30,0.40
EV/Sales,2.58,2.66,2.57,2.95,2.95,2.81,2.80,3.18,2.73,1.97
EV/EBITDA,5.62,7.97,7.76,8.98,8.97,8.95,8.95,10.76,9.17,6.55
EV/EBIT,12.31,12.26,11.96,14.06,13.86,13.97,14.44,18.82,15.25,10.55
EV/Cash Flow to Firm,10.56,9.74,9.35,11.24,9.58,9.82,10.42,11.67,9.84,8.38
EV/Free Cash Flow to Firm,6.83,6.43,6.03,7.08,6.41,6.53,6.90,7.78,6.73,5.26
Diluted Market Cap,138234,154239,142796,168309,191679,159384,208280,236795,235446,154917
Diluted Enterprise Value,185684,199986,196052,229731,255007,269518,307517,331510,323502,246074
EV per Share,35.18,39.10,39.26,46.60,53.69,58.68,66.98,71.89,70.01,56.57
TTM Sales,64657,68775,74510,80403,84526,94507,108942,103564,116385,121427
TTM EBITDA,29683,22923,24678,26417,27812,29685,34078,30593,34621,36445
TTM Operating Income,13563,14904,15998,16859,17987,19009,21125,17493,20817,22624
TTM Cash Flow to Firm,15812,18749,20478,21094,26015,27054,29277,28228,32248,28480
TTM Free Cash Flow to Firm,24426,28413,31717,33467,38917,40698,44180,42317,47188,45388
