,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,33,33,37,37,38,38,39,41,41,42
Diluted Weighted Avg Shares,35,35,37,39,39,40,40,42,42,42
Basic Weighted Avg Shares,32,33,34,36,37,38,39,40,41,42
Revenue per Share,13.06,14.94,17.31,20.74,22.55,24.33,28.12,27.89,38.98,44.54
EBITDA per Share,2.54,3.31,3.74,4.98,5.76,5.57,6.03,6.36,7.74,8.99
Operating Income per Share,2.10,2.87,3.16,3.60,4.32,3.97,4.05,4.32,4.42,5.16
"Basic EPS, GAAP",1.23,1.79,1.90,3.01,4.40,3.84,3.79,4.87,3.95,3.95
Basic EPS from Cont Ops,1.23,1.79,1.90,3.01,4.40,3.84,3.79,4.87,3.95,3.95
"Diluted EPS, GAAP",1.13,1.66,1.77,2.82,4.18,3.68,3.65,4.69,3.82,3.87
Diluted EPS from Cont Ops,1.13,1.66,1.77,2.82,4.18,3.68,3.65,4.69,3.82,3.87
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,2.07,3.74,2.61,5.26,5.25,6.51,6.59,8.87,9.10,9.18
Free Cash Flow per Basic Share,1.23,3.46,2.24,4.23,4.10,5.79,5.63,8.30,7.74,7.97
Cash & Equivalents per Share,2.40,6.16,1.92,2.17,6.82,5.62,7.61,17.49,8.75,5.05
Book Value per Share,6.17,7.82,8.88,11.87,15.85,20.18,23.35,27.45,30.84,34.42
Tangible Book Value per Share,2.63,5.32,-2.45,-0.05,7.20,7.69,10.13,20.14,-27.03,-21.91
