,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),89.28,63.74,39.01,12.46,35.30,30.40,14.45,-20.61,8.05,52.92
Return on Assets (%),7.61,9.67,8.69,3.10,9.63,10.30,5.44,-7.01,2.39,16.70
Return on Capital (%),35.61,32.18,21.76,7.52,0,18.22,9.01,0,4.68,27.76
Return on Invested Capital (%),5.98,7.79,9.69,2.29,0,10.51,6.65,0,1.13,16.65
Gross Margin (%),13.06,15.18,24.75,24.49,21.13,10.92,9.71,7.84,6.97,10.84
EBITDA Margin (%),2.07,2.68,5.59,2.62,3.02,5.88,4.29,-0.23,1.86,6.62
Operating Margin (%),1.52,2.07,4.50,1.24,1.73,4.66,3.04,-2.41,0.42,5.66
Incremental Operating Margin (%),25.03,-7.03,-1.81,23.24,4.03,37.58,46.40,0,4.25,15.64
Pretax Margin (%),3.22,3.56,6.11,2.60,3.47,6.68,3.89,-7.74,1.56,8.61
Profit Margin (%),2.17,2.95,4.27,1.85,4.99,5.02,2.87,-6.20,1.18,6.49
Net Income to Common Margin (%),2.17,2.95,4.27,1.85,4.99,5.02,2.87,-6.20,1.18,6.49
Effective Tax Rate (%),33.37,28.79,29.19,24.97,0,21.11,19.17,0,8.39,22.19
Dvd Payout Ratio (%),21.82,25.74,27.05,73.98,25.88,23.35,42.69,-45.61,84.71,15.25
Sustainable Growth Rate (%),69.80,47.33,28.46,3.24,26.17,23.30,8.28,-30.01,1.23,44.85
