,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,0
Return on Assets (%),-0.71,1.59,-1.37,1.92,0.56,8.35,18.23,-0.46,3.30,2.16
Return on Capital (%),0,0,0,0,-4.42,0,0,0,17.97,11.86
Return on Invested Capital (%),0,0,0,0,1.40,0,0,0,6.90,4.68
Gross Margin (%),67.60,68.55,70.00,70.15,70.59,70.65,70.37,64.59,68.37,68.44
EBITDA Margin (%),22.02,22.05,23.53,25.45,26.25,25.99,25.63,18.23,24.54,24.99
Operating Margin (%),12.38,12.22,13.24,15.73,16.92,16.89,16.21,6.90,15.34,16.03
Incremental Operating Margin (%),44.34,7.59,90.72,36.19,32.02,16.52,8.88,128.47,57.72,26.32
Pretax Margin (%),-3.12,1.23,-8.69,2.11,10.31,14.48,6.40,-1.39,9.05,9.00
Profit Margin (%),-1.69,3.62,-3.20,4.14,1.15,17.01,43.78,-1.41,8.76,5.50
Net Income to Common Margin (%),-1.69,3.62,-3.20,4.14,1.15,17.01,43.78,-1.75,8.29,5.07
Effective Tax Rate (%),0,0,0,0,88.75,0,0,0,3.35,38.83
Dvd Payout Ratio (%),0,0,0,0,0,0,0,2.89,0,0
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,0
