,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,22.49,24.40,34.28,33.25,95.04,30.26,38.74,48.65,67.16,45.97
Price/Earnings Average,21.76,23.33,32.14,28.94,78.72,30.93,32.44,38.61,54.01,50.01
Price/Earnings High,23.76,25.46,36.11,34.96,96.37,35.63,41.29,52.95,68.67,60.79
Price/Earnings Low,19.19,21.26,28.10,22.37,61.73,27.61,22.28,23.86,42.57,39.63
Price/Book Value,4.23,4.09,4.49,4.54,6.05,5.15,6.53,8.60,10.90,8.14
Price/Book Value Average,4.09,3.91,4.21,3.95,5.01,5.26,5.47,6.82,8.76,8.86
Price/Book Value High,4.46,4.27,4.73,4.77,6.13,6.06,6.96,9.36,11.14,10.77
Price/Book Value Low,3.61,3.57,3.68,3.05,3.93,4.70,3.76,4.22,6.91,7.02
Price/Tangible Book Value,11.75,14.60,25.93,21.55,40.69,-703.24,32.41,25.24,34.35,33.88
Price/Tangible Book Value Average,11.37,13.96,24.31,18.76,33.71,-718.92,27.14,20.03,27.62,36.85
Price/Tangible Book Value High,12.41,15.24,27.31,22.65,41.26,-828.09,34.54,27.47,35.12,44.80
Price/Tangible Book Value Low,10.03,12.73,21.25,14.49,26.43,-641.73,18.64,12.38,21.77,29.21
Price/Sales,2.84,3.07,3.45,3.66,4.76,4.19,6.14,8.77,12.10,8.91
Price/Sales Average,2.75,2.94,3.24,3.19,3.95,4.29,5.14,6.96,9.73,9.69
Price/Sales High,3.00,3.21,3.64,3.85,4.83,4.94,6.54,9.54,12.37,11.78
Price/Sales Low,2.42,2.68,2.83,2.46,3.09,3.83,3.53,4.30,7.67,7.68
Price/Cash Flow,11.22,11.47,15.64,15.13,20.45,30.85,25.76,32.60,34.08,26.03
Price/Cash Flow Average,10.86,10.97,14.67,13.16,16.94,31.54,21.57,25.87,27.41,28.32
Price/Cash Flow High,11.85,11.97,16.48,15.90,20.74,36.33,27.46,35.48,34.85,34.42
Price/Cash Flow Low,9.58,10.00,12.82,10.17,13.28,28.15,14.82,15.99,21.61,22.44
Price/Free Cash Flow,10.13,9.83,13.57,13.82,18.95,25.74,21.25,29.06,33.05,24.68
Price/Free Cash Flow Average,9.80,9.40,12.73,12.03,15.70,26.32,17.79,23.06,26.57,26.85
Price/Free Cash Flow High,10.70,10.26,14.30,14.53,19.22,30.31,22.64,31.62,33.79,32.64
Price/Free Cash Flow Low,8.64,8.56,11.12,9.29,12.31,23.49,12.22,14.25,20.95,21.28
EV/Sales,2.39,2.65,3.12,3.27,4.43,4.12,5.98,8.70,11.58,8.70
EV/Sales Average,2.30,2.51,2.96,2.86,3.61,4.21,4.98,6.87,9.31,9.51
EV/Sales High,2.55,2.78,3.36,3.52,4.50,4.87,6.39,9.48,11.88,11.59
EV/Sales Low,1.97,2.25,2.55,2.14,2.76,3.75,3.37,4.19,7.30,7.51
EV/EBITDA,10.80,12.34,14.18,14.84,21.06,22.08,26.14,37.03,50.10,31.52
EV/EBITDA Average,10.38,11.71,13.46,12.96,17.17,22.58,21.76,29.25,40.25,34.45
EV/EBITDA High,11.53,12.97,15.28,15.96,21.37,26.08,27.91,40.35,51.40,41.99
EV/EBITDA Low,8.91,10.49,11.60,9.69,13.13,20.11,14.71,17.83,31.57,27.19
EV/EBIT,19.01,21.90,24.84,24.24,31.44,34.46,35.43,48.87,63.38,37.66
EV/EBIT Average,18.28,20.78,23.58,21.17,25.64,35.24,29.50,38.61,50.93,41.15
EV/EBIT High,20.30,23.02,26.77,26.06,31.91,40.69,37.82,53.27,65.02,50.16
EV/EBIT Low,15.68,18.62,20.34,15.82,19.60,31.39,19.94,23.53,39.93,32.49
Last Price,36.35,40.77,49.98,58.37,86.26,87.81,137.61,213.86,333.18,295.84
High Price,38.40,42.55,52.65,61.36,87.47,103.40,146.66,232.74,340.66,391.17
Low Price,31.02,35.53,40.97,39.26,56.03,80.13,79.14,104.90,211.20,255.02
Enterprise Value,4687,5448,6995,7928,12077,12859,20102,32072,48688,44213
Enterprise Value Average,4506,5169,6640,6923,9849,13151,16737,25333,39122,48318
Enterprise Value High,5003,5726,7538,8522,12259,15186,21463,34953,49950,58887
Enterprise Value Low,3865,4631,5726,5174,7529,11713,11312,15442,30678,38141
