,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,5604,6359,7755,8840,12977,13107,20687,32639,49599,45079
- Cash & Cash Equivalents,1022,986,836,977,1048,723,729,1236,1433,1418
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,4,6,6,5,4,43
+ Total Debt,105,75,205,205,144,469,138,663,667,656
Enterprise Value,4687,5448,6995,7928,12077,12859,20102,32072,48688,44213
Total Capital,1431,1628,1932,2154,2293,3020,3309,4465,5222,6236
Total Debt/Capital (%),7.34,4.61,10.61,9.52,6.28,15.54,4.16,14.86,12.77,10.53
Total Debt / EV,0.02,0.01,0.03,0.03,0.01,0.04,0.01,0.02,0.01,0.01
EV/Sales,2.39,2.65,3.12,3.27,4.43,4.12,5.98,8.70,11.58,8.70
EV/EBITDA,10.80,12.34,14.18,14.84,21.06,22.08,26.14,37.03,50.10,31.52
EV/EBIT,19.01,21.90,24.84,24.24,31.44,34.46,35.43,48.87,63.38,37.66
EV/Cash Flow to Firm,9.41,9.86,14.06,13.44,18.95,29.04,24.76,32.18,32.55,25.40
EV/Free Cash Flow to Firm,8.31,8.30,11.97,12.07,17.07,23.73,19.90,27.86,30.63,23.56
Diluted Market Cap,5692,6430,7900,9031,13359,13469,21218,33299,52423,46295
Diluted Enterprise Value,4775,5519,7269,8259,12459,13221,20633,32732,51660,45577
EV per Share,30.40,34.93,45.08,52.35,80.28,86.15,133.72,210.14,327.07,290.16
TTM Sales,1962,2057,2242,2423,2725,3121,3361,3685,4204,5082
TTM EBITDA,434,442,493,534,574,582,769,866,972,1403
TTM Operating Income,246,249,282,327,384,373,567,656,768,1174
TTM Cash Flow to Firm,498,553,497,590,637,443,812,997,1496,1740
TTM Free Cash Flow to Firm,564,656,584,657,707,542,1010,1151,1590,1877
