,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,2928,2838,2781,2749,2697,2593,2539,2530,2528,2538
Diluted Weighted Avg Shares,2996,2928,2841,2787,2748,2679,2580,2541,2538,2542
Basic Weighted Avg Shares,2928,2838,2781,2749,2697,2593,2539,2530,2530,2532
Revenue per Share,15.04,14.88,14.20,14.48,14.88,16.31,18.45,18.97,19.25,23.41
EBITDA per Share,5.01,4.71,5.01,5.24,4.51,5.19,6.26,4.79,6.49,8.76
Operating Income per Share,2.62,2.35,2.71,3.26,2.79,3.44,4.82,3.35,5.22,7.22
"Basic EPS, GAAP",1.50,4.20,1.60,2.07,0.95,2.40,3.88,2.79,5.16,5.73
Basic EPS from Cont Ops,1.54,4.20,1.60,2.08,0.96,2.39,3.85,2.80,4.88,5.74
"Diluted EPS, GAAP",1.47,4.07,1.56,2.04,0.93,2.32,3.82,2.78,5.14,5.71
Diluted EPS from Cont Ops,1.51,4.08,1.57,2.05,0.94,2.31,3.79,2.79,4.87,5.71
Dividend per Share,1.80,1.85,1.84,1.86,1.92,1.99,2.24,2.46,2.61,2.77
Cash Flow per Share,3.98,2.77,4.47,3.77,2.39,4.21,5.29,4.05,5.58,7.54
Free Cash Flow per Basic Share,3.45,1.60,4.00,3.19,1.69,3.20,3.97,2.30,3.82,5.81
Cash & Equivalents per Share,5.97,5.54,4.83,5.22,3.15,3.42,4.12,3.19,3.20,5.20
Book Value per Share,14.02,16.85,16.95,16.71,16.00,17.11,19.06,19.43,21.95,24.77
Tangible Book Value per Share,5.54,5.43,1.60,1.76,0.78,-1.08,-3.00,-3.73,-2.35,1.81
