,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),14.78,19.00,16.91,15.03,14.50,16.57,17.75,24.96,23.98,17.77
Return on Assets (%),4.30,5.08,4.72,4.66,4.34,5.21,6.46,10.02,9.43,7.24
Return on Capital (%),8.77,10.36,0,0,8.10,9.38,10.99,15.15,13.52,10.28
Return on Invested Capital (%),6.57,5.54,0,0,6.65,7.44,8.10,13.47,19.66,13.67
Gross Margin (%),43.93,46.89,48.23,48.24,47.60,46.65,46.30,51.23,51.60,43.42
EBITDA Margin (%),20.53,21.25,24.40,24.06,24.37,25.04,25.28,31.72,32.69,26.47
Operating Margin (%),12.89,11.28,14.45,14.44,14.65,15.74,16.37,24.50,26.08,18.94
Incremental Operating Margin (%),21.21,5.72,721.24,14.28,16.14,22.33,29.39,55.60,33.35,-30.12
Pretax Margin (%),10.08,12.36,11.41,11.08,11.61,13.39,15.93,22.43,22.55,17.44
Profit Margin (%),9.73,11.22,11.64,11.06,10.64,12.06,14.47,19.79,19.70,15.47
Net Income to Common Margin (%),9.73,11.22,11.64,11.06,10.64,12.06,14.47,19.79,19.70,15.47
Effective Tax Rate (%),3.06,9.18,0,0,8.28,9.93,9.19,11.76,12.54,8.97
Dvd Payout Ratio (%),16.90,12.39,12.15,11.77,10.64,9.05,8.03,5.28,5.11,6.53
Sustainable Growth Rate (%),12.28,16.65,14.85,13.26,12.96,15.07,16.32,23.64,22.76,16.61
