,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,0,0,11710,11875,14438,13547,9405,8919,13748,7983
- Cash & Cash Equivalents,36,33,228,341,298,637,152,251,291,260
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,14,14,146,115,48,17,16,18,21,23
+ Total Debt,2845,2985,5632,5789,6555,6415,10063,9431,8194,7787
Enterprise Value,2822,2966,17260,17438,20743,19343,19333,18116,21673,15533
Total Capital,4600,4961,7443,5801,6778,8008,12079,10483,9826,10027
Total Debt/Capital (%),61.84,60.16,75.67,99.80,96.71,80.11,83.31,89.96,83.39,77.66
Total Debt / EV,1.01,1.01,0.33,0.33,0.32,0.33,0.52,0.52,0.38,0.50
EV/Sales,0.30,0.30,1.52,1.23,1.40,1.19,1.06,1.03,1.16,0.73
EV/EBITDA,1.95,1.98,9.76,8.97,9.45,7.48,6.14,6.81,7.81,4.81
EV/EBIT,3.16,3.26,16.81,21.89,19.23,14.49,11.79,15.45,16.50,8.94
EV/Cash Flow to Firm,2.47,2.45,13.35,9.42,9.75,7.82,7.33,7.00,8.44,6.85
EV/Free Cash Flow to Firm,1.78,1.70,9.19,6.59,7.14,5.57,4.83,5.08,6.40,4.96
Diluted Market Cap,0,0,11710,12201,14506,13884,9452,8878,13878,8206
Diluted Enterprise Value,2822,2966,17260,17764,20811,19679,19380,18075,21803,15756
EV per Share,19.59,21.19,67.16,69.47,81.50,76.30,74.99,69.57,81.78,61.06
TTM Sales,9545,9895,11381,14172,14860,16285,18289,17579,18746,21257
TTM EBITDA,1444,1495,1768,1943,2195,2587,3151,2659,2774,3226
TTM Operating Income,892,910,1027,797,1078,1335,1640,1172,1314,1738
TTM Cash Flow to Firm,1143,1212,1293,1851,2127,2473,2637,2587,2569,2269
TTM Free Cash Flow to Firm,1583,1746,1878,2648,2905,3473,4006,3565,3384,3131
