,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,8662,9240,9899,11076,14538,11463,14669,14796,17946,11090
- Cash & Cash Equivalents,984,780,967,638,576,439,463,955,536,1508
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,260,451,433,412,395,391,369,348,468
+ Total Debt,3064,2745,2981,3008,3641,3531,4086,3931,4167,15043
Enterprise Value,10701,11433,12334,13849,17983,14919,18643,17608,21915,25093
Total Capital,6075,6496,7053,7761,8973,9773,10876,12391,14192,26785
Total Debt/Capital (%),50.44,42.26,42.27,38.76,40.58,36.13,37.57,31.72,29.36,56.16
Total Debt / EV,0.29,0.24,0.24,0.22,0.20,0.24,0.22,0.22,0.19,0.60
EV/Sales,1.64,1.68,2.17,2.57,2.93,2.09,2.96,3.11,2.57,2.59
EV/EBITDA,8.52,10.89,11.80,11.57,14.08,8.89,13.43,16.44,9.46,13.49
EV/EBIT,11.42,15.20,18.09,15.35,18.60,11.22,18.07,24.63,11.31,18.16
EV/Cash Flow to Firm,12.16,10.79,13.23,13.87,19.96,8.99,11.99,18.59,11.95,10.62
EV/Free Cash Flow to Firm,8.51,6.58,8.49,11.13,15.40,7.48,9.69,13.43,9.52,8.63
Diluted Market Cap,8792,9439,10270,11470,14809,12117,15301,15358,18621,11168
Diluted Enterprise Value,10872,11664,12735,14273,18286,15604,19315,18703,22600,25171
EV per Share,68.18,74.77,84.03,98.45,132.45,116.47,155.94,154.23,202.87,231.33
TTM Sales,6510,6802,5674,5389,6140,7155,6297,5655,8537,9673
TTM EBITDA,1256,1050,1045,1197,1277,1679,1388,1071,2316,1860
TTM Operating Income,937,752,682,902,967,1330,1032,715,1938,1382
TTM Cash Flow to Firm,880,1060,932,999,901,1659,1555,947,1835,2363
TTM Free Cash Flow to Firm,1257,1738,1452,1245,1168,1996,1925,1311,2302,2906
