,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,3.25,2.79,2.21,2.32,3.59,1.18,1.36,2.66,2.10,2.88
Current Ratio,28.96,22.52,21.71,21.04,20.29,15.79,20.80,19.23,16.62,16.55
Quick Ratio,5.15,3.93,3.39,3.81,4.28,1.97,3.81,2.95,2.47,3.30
CFO/Avg Current Liab,-3.11,-2.06,-0.83,0.89,1.48,1.65,1.24,3.98,2.15,2.22
Common Equity/Total Assets,18.41,20.69,23.93,28.19,25.96,22.83,28.37,35.41,44.32,49.73
Long-Term Debt/Equity (%),109.77,114.59,111.85,87.02,99.83,68.90,59.71,32.91,22.16,16.70
Long-Term Debt/Capital (%),66.71,65.96,63.95,58.16,61.56,60.44,53.23,35.75,23.80,17.54
Long-Term Debt/Total Assets (%),45.06,46.44,46.15,40.85,42.53,35.42,32.61,19.90,14.01,10.66
Total Debt/Equity (%),109.77,114.59,111.85,87.02,99.83,68.90,59.71,32.91,22.16,16.70
Total Debt/Capital (%),66.71,65.96,63.95,58.16,61.56,60.44,53.23,35.75,23.80,17.54
Total Debt/Total Assets (%),45.06,46.44,46.15,40.85,42.53,35.42,32.61,19.90,14.01,10.66
CFO/Total Liabilities,-12.15,-10.23,-4.95,6.23,9.27,12.33,11.12,35.41,20.74,23.76
CFO/CapEx,-99.40,-34.89,-4.59,6.64,8.92,13.12,17.14,57.60,38.86,57.08
Altman's Z-Score,2.54,2.81,2.96,3.08,3.08,3.00,3.47,3.88,4.66,4.36
