,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,5079,6018,6655,6276,7973,10117,9574,5956,4652,4047
ST Debt,0,0,0,0,0,0,0,0,0,0
LT Debt,5079,6018,6655,6276,7973,10117,9574,5956,4652,4047
Total Debt/EBITDA,7.09,6.26,5.89,4.78,5.17,4.86,3.75,1.85,0.78,0.59
Net Debt/EBITDA,5.74,4.93,4.87,3.77,3.45,4.11,3.18,1.01,0.32,-0.08
Total Debt/EBIT,7.41,6.53,6.13,4.97,5.40,5.08,3.89,1.91,0.79,0.59
Net Debt/EBIT,5.99,5.14,5.06,3.92,3.61,4.30,3.30,1.04,0.33,-0.08
EBITDA to Interest Expense,7.63,26.28,90.71,283.74,215.22,184.88,144.91,143.67,0,0
EBITDA-CapEx/Interest Expense,7.54,25.66,83.37,267.22,199.62,173.30,140.00,140.42,0,0
EBIT to Interest Expense,7.30,25.23,87.20,272.88,205.96,176.79,139.68,139.45,0,0
Interest Expense,94,37,12,5,7,11,18,22,0,0
Common Equity/Total Assets,18.41,20.69,23.93,28.19,25.96,22.83,28.37,35.41,44.32,49.73
Long-Term Debt/Equity (%),109.77,114.59,111.85,87.02,99.83,68.90,59.71,32.91,22.16,16.70
Long-Term Debt/Capital (%),66.71,65.96,63.95,58.16,61.56,60.44,53.23,35.75,23.80,17.54
Long-Term Debt/Total Assets (%),45.06,46.44,46.15,40.85,42.53,35.42,32.61,19.90,14.01,10.66
Total Debt/Equity (%),109.77,114.59,111.85,87.02,99.83,68.90,59.71,32.91,22.16,16.70
Total Debt/Capital (%),66.71,65.96,63.95,58.16,61.56,60.44,53.23,35.75,23.80,17.54
Total Debt/Total Assets (%),45.06,46.44,46.15,40.85,42.53,35.42,32.61,19.90,14.01,10.66
Net Debt to Equity,88.79,90.18,92.38,68.58,66.64,58.29,50.69,17.97,9.13,-2.35
Net Debt/Capital (%),61.85,60.40,59.43,52.28,51.66,56.38,49.14,23.30,11.40,-3.08
EBITDA,716,961,1130,1313,1542,2081,2553,3218,5965,6911
EBITDA-CapEx,708,938,1038,1236,1430,1951,2467,3146,5900,6854
Operating Income (Loss),686,922,1086,1262,1476,1990,2461,3124,5879,6824
