,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),25.92,26.87,26.19,23.44,17.63,29.79,24.90,26.05,35.00,27.46
Return on Assets (%),4.43,5.27,5.87,6.12,4.75,7.17,6.38,8.31,14.03,12.96
Return on Capital (%),7.05,8.04,8.14,8.62,7.19,11.33,10.77,14.32,24.32,21.49
Return on Invested Capital (%),5.42,5.70,6.16,6.64,6.50,7.41,7.39,9.94,18.12,19.56
Gross Margin (%),23.44,23.32,22.52,21.86,12.85,19.16,20.29,15.48,23.14,31.11
EBITDA Margin (%),12.07,12.35,11.92,11.99,12.19,10.12,11.47,14.31,21.99,20.53
Operating Margin (%),11.56,11.85,11.46,11.53,11.67,9.67,11.06,13.89,21.67,20.27
Incremental Operating Margin (%),19.87,12.80,9.68,11.95,12.56,6.50,27.90,288.98,59.35,14.46
Pretax Margin (%),11.49,12.47,12.77,12.15,9.41,11.00,10.94,13.89,21.45,17.86
Profit Margin (%),8.08,8.21,8.47,8.33,6.41,8.24,8.31,10.96,16.33,13.70
Net Income to Common Margin (%),8.08,8.21,8.47,8.33,6.41,8.24,8.31,10.96,16.33,13.70
Effective Tax Rate (%),25.96,35.17,32.28,31.37,35.13,24.09,24.33,21.01,23.41,22.71
Dvd Payout Ratio (%),5.83,5.30,3.97,3.86,5.13,2.83,2.80,7.90,6.91,9.35
Sustainable Growth Rate (%),24.41,25.44,25.15,22.53,16.72,28.95,24.21,23.99,32.58,24.89
