,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,65.58,45.41,48.00,41.53,54.97,129.02,49.66,44.73,68.78,57.84
Days Sales Outstanding,5.57,8.04,7.60,8.79,6.64,2.83,7.35,8.16,5.31,6.31
Inventory Turnover,0.78,0.83,0.89,0.95,1.10,1.19,1.01,1.09,1.17,1.16
Days Inventory Outstanding,469.26,439.09,409.92,382.33,331.83,306.52,361.69,336.25,311.91,315.85
Accounts Payable Turnover,23.88,18.93,16.70,15.83,18.80,21.96,15.67,16.94,19.20,17.64
Accounts Payable Turnover Days,15.29,19.28,21.86,23.05,19.41,16.62,23.29,21.55,19.01,20.69
Cash Conversion Cycle,459.54,427.85,395.66,368.07,319.06,292.72,345.75,322.86,298.21,301.48
Inventory to Cash Days,-463.69,-431.06,-402.32,-373.55,-325.19,-303.69,-354.34,-328.09,-306.60,-309.54
Inventories,6612,7742,8746,9179,10861,17069,18094,16925,18715,21432
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,6141,7684,8682,9058,10468,16860,17781,16089,17554,19101
Other Inventory,471,58,64,121,393,209,313,837,1161,2331
