,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,30706,32469,33263,32711,35852,37714,38926,45269,56414,50210
+ Sales & Services Revenue,30706,32469,33263,32711,35852,37714,38926,45269,56414,50210
- Cost of Revenue,0,0,0,0,0,0,0,0,0,0
+ Cost of Goods & Services,0,0,0,0,0,0,0,0,0,0
Gross Profit,0,0,0,0,0,0,0,0,0,0
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,0,0,0,0,0,0,0,0,0,0
"+ Selling, General & Admin",16915,18482,16697,16465,17775,18323,19497,21288,25271,23958
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,-16915,-18482,-16697,-16465,-17775,-18323,-19497,-21288,-25271,-23958
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
- Non-Operating (Income) Loss,-4632,-6389,-8495,-8848,-10403,-11237,-11301,-14418,-19668,-14089
"+ Interest Expense, Net",-9640,-9091,-8577,-10334,-14694,-23978,-29502,-14011,-10777,-33863
+ Interest Expense,-4431,-3678,-2742,-3318,-5697,-10086,-12404,-3849,-1366,-12268
- Interest Income,5209,5413,5835,7016,8997,13892,17098,10162,9411,21595
+ Other Non-Op (Income) Loss,5008,2702,82,1486,4291,12741,18201,-407,-8891,19774
Pretax Income,4632,6389,8495,8848,10403,11237,11301,14418,19668,14089
- Income Tax Expense (Benefit),879,38,2200,2726,4125,2350,2064,3239,4548,2910
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,3753,6351,6295,6122,6278,8887,9237,11179,15120,11179
- Net Extraordinary Losses (Gains),1405,414,320,287,229,274,390,366,172,300
+ Discontinued Operations,-43,-14,-16,1,-19,-4,0,0,0,0
+ Extraord. & Accounting Changes,1448,428,336,286,248,278,390,366,172,300
Income (Loss) Incl. MI,2348,5937,5975,5835,6049,8613,8847,10813,14948,10879
- Minority Interest,-681,-200,-152,-144,-105,-135,-195,-183,-86,-150
"Net Income, GAAP",3029,6137,6127,5979,6154,8748,9042,10996,15034,11029
- Preferred Dividends,277,319,456,471,523,526,530,496,468,489
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",2752,5818,5671,5508,5631,8222,8512,10500,14566,10540
Basic Weighted Avg Shares,1906,1924,1909,1849,1780,1708,1617,1603,1785,1691
"Basic EPS, GAAP",1.44,3.02,2.97,2.98,3.16,4.81,5.26,6.55,8.16,6.23
Basic EPS from Cont Ops,1.97,3.30,3.30,3.31,3.53,5.20,5.71,6.97,8.47,6.61
Diluted Weighted Avg Shares,1957,1971,1953,1887,1821,1738,1640,1624,1814,1713
"Diluted EPS, GAAP",1.41,2.95,2.90,2.92,3.09,4.73,5.19,6.47,8.03,6.15
Diluted EPS from Cont Ops,1.92,3.22,3.22,3.24,3.45,5.11,5.63,6.88,8.34,6.53
EBITDA,1511,1161,1433,1736,1753,1844,2643,3769,4216,3998
EBITDA Margin (%),4.92,3.58,4.31,5.31,4.89,4.89,6.79,8.33,7.47,7.96
EBITA,0,0,0,0,0,0,0,0,0,0
EBIT,0,0,0,0,0,0,0,0,0,0
Gross Margin (%),100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Operating Margin (%),0,0,0,0,0,0,0,0,0,0
Profit Margin (%),9.86,18.90,18.42,18.28,17.17,23.20,23.23,24.29,26.65,21.97
Sales per Employee,550346,581861,591679,591401,622074,624942,644140,665721,752187,612317
Dividend per Share,0.25,0.47,0.76,0.94,1.17,1.39,1.62,1.71,2.34,3.19
Depreciation Expense,1511,1161,1433,1736,1753,1844,2643,3769,4216,3998
