,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,17.64,16.17,11.35,16.57,29.46,9.97,12.32,18.64,14.78,15.94
Price/Earnings Average,15.30,15.94,15.95,14.12,26.52,11.42,11.17,15.33,16.41,14.26
Price/Earnings High,17.72,17.82,18.84,17.83,30.32,14.71,12.84,20.27,18.80,16.71
Price/Earnings Low,13.04,13.57,10.81,9.68,22.36,9.42,8.94,8.37,13.80,12.12
Price/Book Value,2.49,2.28,1.25,1.74,2.14,1.37,1.61,1.86,1.62,1.69
Price/Book Value Average,2.16,2.25,1.76,1.48,1.93,1.57,1.46,1.53,1.80,1.51
Price/Book Value High,2.50,2.51,2.07,1.88,2.20,2.02,1.68,2.03,2.06,1.77
Price/Book Value Low,1.84,1.91,1.19,1.02,1.62,1.29,1.17,0.84,1.51,1.28
Price/Tangible Book Value,3.70,3.66,2.25,3.61,4.79,3.34,4.37,4.93,4.30,6.59
Price/Tangible Book Value Average,3.21,3.61,3.17,3.08,4.31,3.83,3.97,4.06,4.78,5.90
Price/Tangible Book Value High,3.72,4.04,3.74,3.89,4.93,4.93,4.56,5.37,5.47,6.91
Price/Tangible Book Value Low,2.74,3.07,2.15,2.11,3.64,3.16,3.17,2.22,4.02,5.01
Price/Sales,1.51,1.39,0.83,1.32,1.44,0.90,1.18,1.68,1.31,1.22
Price/Sales Average,1.31,1.37,1.17,1.12,1.30,1.03,1.07,1.38,1.46,1.09
Price/Sales High,1.52,1.53,1.38,1.42,1.48,1.32,1.23,1.83,1.67,1.28
Price/Sales Low,1.12,1.17,0.79,0.77,1.09,0.85,0.86,0.76,1.22,0.93
Price/Cash Flow,12.53,11.78,7.71,11.94,12.92,8.98,8.75,12.25,13.96,17.47
Price/Cash Flow Average,10.86,11.61,10.84,10.17,11.64,10.28,7.94,10.07,15.50,15.63
Price/Cash Flow High,12.58,12.98,12.80,12.85,13.30,13.24,9.12,13.32,17.76,18.33
Price/Cash Flow Low,9.26,9.89,7.35,6.98,9.81,8.49,6.35,5.50,13.04,13.29
Price/Free Cash Flow,9.06,8.58,5.46,8.93,10.03,6.62,6.94,10.02,10.45,11.98
Price/Free Cash Flow Average,7.86,8.45,7.68,7.61,9.04,7.58,6.29,8.24,11.60,10.72
Price/Free Cash Flow High,9.10,9.45,9.07,9.61,10.33,9.77,7.23,10.90,13.29,12.56
Price/Free Cash Flow Low,6.70,7.20,5.21,5.22,7.62,6.26,5.04,4.50,9.75,9.11
EV/Sales,1.46,1.37,0.82,1.36,1.50,0.95,1.22,1.74,1.37,1.45
EV/Sales Average,1.27,1.35,1.16,1.18,1.37,1.09,1.13,1.46,1.54,1.34
EV/Sales High,1.48,1.51,1.37,1.47,1.55,1.38,1.29,1.91,1.75,1.53
EV/Sales Low,1.08,1.15,0.79,0.82,1.16,0.91,0.92,0.84,1.31,1.18
EV/EBITDA,11.80,10.72,6.16,10.34,11.79,7.55,9.13,13.84,11.51,12.12
EV/EBITDA Average,10.25,10.59,8.68,8.97,10.75,8.63,8.44,11.65,12.92,11.19
EV/EBITDA High,11.91,11.86,10.23,11.22,12.20,10.91,9.60,15.19,14.67,12.75
EV/EBITDA Low,8.69,9.01,5.91,6.29,9.15,7.24,6.89,6.67,11.00,9.82
EV/EBIT,14.55,13.16,7.71,13.44,15.21,9.48,11.59,18.96,14.97,15.80
EV/EBIT Average,12.64,13.01,10.87,11.66,13.86,10.83,10.72,15.97,16.80,14.59
EV/EBIT High,14.70,14.57,12.81,14.58,15.73,13.70,12.19,20.81,19.08,16.63
EV/EBIT Low,10.72,11.06,7.40,8.18,11.80,9.09,8.76,9.14,14.31,12.81
Last Price,139.93,146.16,89.18,136.67,176.64,131.66,179.16,224.99,217.84,242.29
High Price,140.49,161.03,148.04,147.10,181.79,194.18,186.73,244.67,277.09,254.09
Low Price,103.41,122.64,84.99,79.88,134.06,124.40,130.03,101.03,203.38,184.28
Enterprise Value,25325,26255,15757,23728,30613,22664,28854,34450,32941,40768
Enterprise Value Average,21999,25957,22200,20589,27897,25907,26686,29013,36963,37632
Enterprise Value High,25579,29058,26170,25742,31665,32764,30336,37817,41979,42907
Enterprise Value Low,18657,22063,15123,14436,23756,21739,21792,16608,31476,33043
