,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1689,1675,1600,1821,2006,2476,2367,4164,4159,7855
ST Debt,17,86,24,253,418,879,791,554,580,3357
LT Debt,1672,1589,1576,1568,1588,1597,1576,3610,3579,4498
Total Debt/EBITDA,0.79,0.68,0.63,0.79,0.77,0.82,0.75,1.67,1.45,2.34
Net Debt/EBITDA,-0.47,-0.26,-0.04,0.31,0.25,0.39,0.39,0.31,0.55,1.71
Total Debt/EBIT,0.97,0.84,0.78,1.03,1.00,1.04,0.95,2.29,1.89,3.04
Net Debt/EBIT,-0.58,-0.31,-0.05,0.40,0.32,0.49,0.50,0.42,0.71,2.23
EBITDA to Interest Expense,52.37,38.28,39.34,33.26,32.05,26.34,29.00,24.90,25.78,16.90
EBITDA-CapEx/Interest Expense,32.76,24.95,26.20,23.74,23.80,18.81,21.20,18.68,18.70,12.30
EBIT to Interest Expense,42.44,31.17,31.43,25.58,24.85,20.98,22.83,18.17,19.82,12.96
Interest Expense,41,64,65,69,81,114,109,100,111,199
Common Equity/Total Assets,71.33,74.06,82.60,87.89,75.65,79.68,84.93,78.78,80.84,66.93
Long-Term Debt/Equity (%),21.25,19.63,20.34,21.86,19.45,19.34,18.62,40.16,38.07,43.99
Long-Term Debt/Capital (%),13.32,11.60,10.91,10.24,9.57,8.60,7.85,15.75,14.76,15.31
Long-Term Debt/Total Assets (%),11.35,10.07,10.41,10.45,8.79,8.38,7.99,15.96,15.09,14.85
Total Debt/Equity (%),21.46,20.70,20.65,25.38,24.57,29.98,27.96,46.32,44.24,76.82
Total Debt/Capital (%),13.45,12.22,11.08,11.89,12.10,13.33,11.78,18.17,17.15,26.73
Total Debt/Total Assets (%),11.47,10.62,10.57,12.13,11.10,12.99,11.99,18.41,17.54,25.92
Net Debt to Equity,-12.83,-7.74,-1.43,9.77,7.80,14.20,14.62,8.49,16.67,56.27
Net Debt/Capital (%),-10.25,-5.49,-0.87,4.94,4.19,6.79,6.53,3.91,7.23,21.09
EBITDA,2147,2450,2557,2295,2596,3003,3161,2490,2862,3364
EBITDA-CapEx,1343,1597,1703,1638,1928,2144,2311,1868,2076,2448
Operating Income (Loss),1740,1995,2043,1765,2013,2392,2489,1817,2200,2580
