,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,5.45,5.53,5.47,5.38,5.28,5.36,5.41,5.05,5.75,5.50
Days Sales Outstanding,67.03,66.01,66.76,67.80,69.09,68.10,67.49,72.32,63.48,66.39
Inventory Turnover,4.92,4.82,4.87,4.96,5.01,5.12,4.95,4.51,5.27,4.99
Days Inventory Outstanding,74.17,75.75,74.99,73.58,72.88,71.23,73.67,80.84,69.30,73.08
Accounts Payable Turnover,4.56,4.19,3.89,3.63,3.53,3.59,3.55,3.15,3.77,3.72
Accounts Payable Turnover Days,80.02,87.14,93.87,100.42,103.48,101.61,102.91,115.95,96.70,98.07
Cash Conversion Cycle,61.19,54.63,47.88,40.97,38.49,37.72,38.25,37.21,36.08,41.39
Inventory to Cash Days,-7.14,-9.74,-8.23,-5.79,-3.79,-3.13,-6.18,-8.52,-5.83,-6.69
Inventories,1824,1825,1705,1546,1730,1783,1710,1735,2171,2272
Raw Materials,508,499,463,412,470,485,466,527,762,825
Work In Process,160,157,160,165,177,193,197,187,234,238
Finished Goods,1156,1169,1082,969,1083,1105,1047,1021,1175,1209
Other Inventory,0,0,0,0,0,0,0,0,0,0
