,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.42,0.24,0.32,0.43,0.38,0.22,0.29,0.40,0.23,0.24
Current Ratio,1.74,1.41,1.42,1.50,1.66,1.37,1.41,1.41,1.42,1.52
Quick Ratio,1.08,0.82,0.92,1.06,1.13,0.87,0.92,0.97,0.89,0.94
CFO/Avg Current Liab,0.42,0.34,0.39,0.30,0.38,0.35,0.48,0.46,0.33,0.20
Common Equity/Total Assets,83.47,85.21,96.57,107.51,109.51,119.26,322.12,104.51,99.95,105.08
Long-Term Debt/Equity (%),64.87,67.31,79.74,77.08,72.87,92.24,84.01,100.57,113.32,106.41
Long-Term Debt/Capital (%),19.94,18.56,19.34,17.65,18.48,18.02,18.00,21.52,25.11,24.16
Long-Term Debt/Total Assets (%),21.26,20.16,23.67,24.02,25.00,27.26,73.57,29.90,34.03,34.41
Total Debt/Equity (%),65.53,76.45,85.32,89.88,73.08,106.00,96.65,113.60,116.46,113.80
Total Debt/Capital (%),20.14,21.08,20.69,20.58,18.53,20.71,20.71,24.31,25.81,25.84
Total Debt/Total Assets (%),21.47,22.89,25.33,28.00,25.07,31.32,84.64,33.78,34.97,36.81
CFO/Total Liabilities,23.86,18.18,21.24,16.42,19.51,13.00,23.33,15.50,10.46,6.86
CFO/CapEx,3.63,2.71,4.27,3.49,4.36,3.57,5.04,7.01,4.21,1.86
Altman's Z-Score,5.79,6.13,5.97,6.05,6.78,6.16,-114.34,5.56,5.95,5.79
