,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,3406,4025,4325,4416,4146,5016,5222,6606,7466,7635
ST Debt,34,481,283,629,12,651,683,758,201,496
LT Debt,3372,3544,4042,3787,4134,4365,4539,5848,7265,7139
Total Debt/EBITDA,1.49,1.74,1.68,2.84,1.68,2.13,2.13,2.89,3.32,3.37
Net Debt/EBITDA,1.00,1.44,1.17,1.67,1.10,1.74,1.56,1.71,2.48,2.52
Total Debt/EBIT,1.88,2.18,2.08,4.04,2.07,2.69,2.68,3.71,4.43,4.46
Net Debt/EBIT,1.27,1.81,1.45,2.37,1.35,2.21,1.97,2.20,3.31,3.34
EBITDA to Interest Expense,11.66,12.40,20.43,12.45,23.46,19.99,18.61,16.59,18.57,13.57
EBITDA-CapEx/Interest Expense,9.14,9.39,17.02,9.41,20.03,16.51,15.48,14.38,15.50,10.47
EBIT to Interest Expense,9.23,9.86,16.50,8.75,19.08,15.78,14.74,12.90,13.93,10.25
Interest Expense,196,187,126,125,105,118,132,138,121,167
Common Equity/Total Assets,83.47,85.21,96.57,107.51,109.51,119.26,322.12,104.51,99.95,105.08
Long-Term Debt/Equity (%),64.87,67.31,79.74,77.08,72.87,92.24,84.01,100.57,113.32,106.41
Long-Term Debt/Capital (%),19.94,18.56,19.34,17.65,18.48,18.02,18.00,21.52,25.11,24.16
Long-Term Debt/Total Assets (%),21.26,20.16,23.67,24.02,25.00,27.26,73.57,29.90,34.03,34.41
Total Debt/Equity (%),65.53,76.45,85.32,89.88,73.08,106.00,96.65,113.60,116.46,113.80
Total Debt/Capital (%),20.14,21.08,20.69,20.58,18.53,20.71,20.71,24.31,25.81,25.84
Total Debt/Total Assets (%),21.47,22.89,25.33,28.00,25.07,31.32,84.64,33.78,34.97,36.81
Net Debt to Equity,44.06,63.42,59.46,52.84,47.77,86.94,71.00,67.46,86.98,85.21
Net Debt/Capital (%),14.50,18.14,15.39,13.22,12.94,17.64,15.98,15.48,19.97,20.09
EBITDA,2285,2319,2574,1556,2463,2359,2457,2289,2247,2266
EBITDA-CapEx,1791,1755,2144,1176,2103,1948,2044,1985,1876,1748
Operating Income (Loss),1810,1843,2079,1094,2003,1862,1946,1780,1686,1712
