,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2488,2424,4430,3803,2910,3099,3972,4096,4197,3492
ST Debt,375,506,1751,1255,911,1329,977,1384,1277,626
LT Debt,2114,1918,2680,2548,2000,1770,2995,2712,2920,2866
Total Debt/EBITDA,2.79,2.42,3.89,3.28,2.00,2.03,2.25,2.78,2.01,1.80
Net Debt/EBITDA,2.24,1.68,3.41,2.62,1.48,1.52,1.00,0.59,0.20,0.45
Total Debt/EBIT,3.55,3.30,5.37,4.80,2.77,2.89,2.99,4.22,2.68,2.63
Net Debt/EBIT,2.85,2.29,4.71,3.84,2.05,2.16,1.33,0.90,0.27,0.65
EBITDA to Interest Expense,6.60,8.92,9.58,8.00,10.65,14.22,20.63,21.73,41.55,28.11
EBITDA-CapEx/Interest Expense,5.45,7.39,8.41,6.68,9.35,12.09,17.21,17.80,37.39,24.34
EBIT to Interest Expense,5.19,6.56,6.94,5.47,7.69,10.00,15.51,14.33,31.11,19.22
Interest Expense,135,112,119,145,137,107,86,68,50,69
Common Equity/Total Assets,15.15,20.10,18.98,24.68,29.19,33.50,35.79,36.22,37.92,43.07
Long-Term Debt/Equity (%),109.18,83.34,97.12,83.35,49.02,35.34,47.74,38.09,31.20,33.31
Long-Term Debt/Capital (%),58.90,47.83,40.80,39.17,31.63,23.06,30.53,25.42,21.79,21.91
Long-Term Debt/Total Assets (%),30.20,24.96,24.32,23.64,17.41,13.16,18.49,15.04,13.23,13.97
Total Debt/Equity (%),128.52,105.33,160.57,124.39,71.34,61.86,63.32,57.53,44.85,40.58
Total Debt/Capital (%),69.34,60.45,67.45,58.45,46.03,40.36,40.49,38.39,31.33,26.70
Total Debt/Total Assets (%),35.55,31.54,40.21,35.28,25.34,23.03,24.52,22.71,19.01,17.02
Net Debt to Equity,103.12,73.14,140.99,99.44,52.91,46.35,28.27,12.29,4.46,10.04
Net Debt/Capital (%),64.47,51.49,64.53,52.94,38.75,33.65,20.07,9.97,3.80,7.35
EBITDA,892,1000,1139,1159,1458,1525,1769,1472,2092,1939
EBITDA-CapEx,736,828,1000,968,1280,1297,1476,1206,1882,1679
Operating Income (Loss),701,735,825,792,1052,1073,1330,971,1566,1326
