,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.23,0.29,0.11,0.17,0.16,0.13,0.16,0.27,0.30,0.17
Current Ratio,1.08,1.09,0.98,1.04,1.08,1.01,1.17,1.22,1.17,1.04
Quick Ratio,1.03,1.09,0.96,1.03,1.06,1.00,1.15,1.20,1.16,1.03
CFO/Avg Current Liab,0.30,0.26,0.17,0.09,0.16,0.22,0.20,0.28,0.31,0.21
Common Equity/Total Assets,15.15,20.10,18.98,24.68,29.19,33.50,35.79,36.22,37.92,43.07
Long-Term Debt/Equity (%),109.18,83.34,97.12,83.35,49.02,35.34,47.74,38.09,31.20,33.31
Long-Term Debt/Capital (%),58.90,47.83,40.80,39.17,31.63,23.06,30.53,25.42,21.79,21.91
Long-Term Debt/Total Assets (%),30.20,24.96,24.32,23.64,17.41,13.16,18.49,15.04,13.23,13.97
Total Debt/Equity (%),128.52,105.33,160.57,124.39,71.34,61.86,63.32,57.53,44.85,40.58
Total Debt/Capital (%),69.34,60.45,67.45,58.45,46.03,40.36,40.49,38.39,31.33,26.70
Total Debt/Total Assets (%),35.55,31.54,40.21,35.28,25.34,23.03,24.52,22.71,19.01,17.02
CFO/Total Liabilities,14.72,12.29,7.89,5.83,9.60,13.39,12.33,16.77,18.59,13.68
CFO/CapEx,4.77,3.86,4.67,2.36,3.99,4.97,4.17,6.87,11.27,6.26
Altman's Z-Score,3.93,4.36,3.37,3.90,4.53,4.69,4.64,4.11,4.86,4.79
