,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,250,250,435,1303,250,625,250,1304,3324,3299
ST Debt,0,0,185,1053,0,0,0,259,9,9
LT Debt,250,250,250,250,250,625,250,1045,3315,3291
Total Debt/EBITDA,0.27,0.24,0.36,0.92,0.18,0.47,0.19,1.03,2.55,2.13
Net Debt/EBITDA,-0.20,-0.08,0.07,0.63,-0.14,0.13,-0.32,-0.32,2.08,1.50
Total Debt/EBIT,0.32,0.27,0.41,1.01,0.20,0.54,0.22,1.22,3.09,2.57
Net Debt/EBIT,-0.23,-0.09,0.08,0.69,-0.16,0.14,-0.37,-0.39,2.52,1.80
EBITDA to Interest Expense,73.10,82.19,91.40,110.18,108.18,49.79,73.18,60.30,30.09,24.76
EBITDA-CapEx/Interest Expense,65.34,70.47,81.83,90.81,91.05,35.45,58.98,42.86,24.78,20.32
EBIT to Interest Expense,63.08,71.95,81.23,99.93,97.85,43.68,64.03,50.53,24.82,20.56
Interest Expense,12,13,13,13,13,26,18,21,43,63
Common Equity/Total Assets,70.39,69.90,68.79,74.48,74.12,70.47,75.67,65.92,54.27,55.02
Long-Term Debt/Equity (%),7.54,6.92,6.25,5.62,5.06,11.15,4.22,16.25,47.51,43.64
Long-Term Debt/Capital (%),6.73,6.14,5.36,4.13,4.61,9.81,3.91,13.33,32.44,30.97
Long-Term Debt/Total Assets (%),5.09,4.58,4.07,3.92,3.58,7.67,3.08,10.55,26.11,24.73
Total Debt/Equity (%),7.54,6.92,10.87,29.28,5.06,11.15,4.22,20.27,47.63,43.76
Total Debt/Capital (%),6.73,6.14,9.33,21.54,4.61,9.81,3.91,16.63,32.53,31.05
Total Debt/Total Assets (%),5.09,4.58,7.08,20.46,3.58,7.67,3.08,13.16,26.18,24.79
Net Debt to Equity,-5.55,-2.33,2.19,19.95,-3.93,2.96,-7.14,-6.39,38.84,30.73
Net Debt/Capital (%),-5.61,-2.25,2.03,15.76,-3.90,2.80,-7.40,-6.70,28.22,24.03
EBITDA,910,1044,1198,1418,1372,1319,1322,1270,1303,1548
EBITDA-CapEx,814,895,1073,1169,1155,939,1066,903,1073,1270
Operating Income (Loss),785,914,1065,1286,1241,1157,1157,1065,1075,1285
