,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,21.95,23.37,26.00,22.73,18.81,22.74,22.33,28.85,25.20,25.59
Price/Earnings Average,19.38,20.81,22.04,22.79,21.32,19.03,23.03,28.04,27.72,26.18
Price/Earnings High,22.21,23.49,26.55,27.19,24.24,22.75,25.27,31.38,31.26,30.03
Price/Earnings Low,14.79,18.35,19.27,19.58,18.56,16.09,20.21,23.11,24.10,22.48
Price/Book Value,3.33,3.69,4.23,4.26,3.08,4.04,3.56,4.02,3.33,3.50
Price/Book Value Average,2.94,3.29,3.58,4.27,3.49,3.38,3.67,3.91,3.67,3.58
Price/Book Value High,3.37,3.71,4.31,5.09,3.97,4.04,4.03,4.38,4.13,4.11
Price/Book Value Low,2.24,2.90,3.13,3.67,3.04,2.86,3.22,3.22,3.19,3.08
Price/Tangible Book Value,5.75,7.69,12.10,11.79,8.89,13.76,9.07,9.59,101.13,31.62
Price/Tangible Book Value Average,5.08,6.85,10.26,11.82,10.07,11.51,9.35,9.32,111.27,32.35
Price/Tangible Book Value High,5.82,7.73,12.36,14.10,11.45,13.77,10.26,10.43,125.48,37.10
Price/Tangible Book Value Low,3.87,6.04,8.97,10.15,8.77,9.74,8.21,7.68,96.73,27.77
Price/Sales,1.32,1.51,1.93,2.12,1.74,2.41,2.30,2.73,2.01,2.05
Price/Sales Average,1.17,1.35,1.63,2.13,1.97,2.02,2.37,2.65,2.21,2.10
Price/Sales High,1.34,1.52,1.97,2.54,2.24,2.41,2.60,2.97,2.50,2.41
Price/Sales Low,0.89,1.19,1.43,1.83,1.71,1.71,2.08,2.18,1.92,1.80
Price/Cash Flow,18.11,18.86,17.98,20.38,15.77,18.53,23.68,23.22,22.86,22.55
Price/Cash Flow Average,15.99,16.79,15.25,20.43,17.87,15.51,24.42,22.57,25.15,23.07
Price/Cash Flow High,18.33,18.95,18.36,24.37,20.31,18.55,26.79,25.26,28.36,26.46
Price/Cash Flow Low,12.20,14.81,13.33,17.55,15.56,13.12,21.43,18.61,21.86,19.80
Price/Free Cash Flow,16.08,16.11,16.35,16.69,13.24,14.54,18.90,17.80,18.81,18.27
Price/Free Cash Flow Average,14.19,14.34,13.86,16.74,15.01,12.17,19.49,17.30,20.69,18.69
Price/Free Cash Flow High,16.27,16.19,16.69,19.97,17.06,14.55,21.39,19.36,23.34,21.44
Price/Free Cash Flow Low,10.84,12.65,12.12,14.38,13.07,10.29,17.10,14.26,17.99,16.05
EV/Sales,1.30,1.50,1.94,2.21,1.72,2.44,2.26,2.69,2.25,2.24
EV/Sales Average,1.14,1.34,1.64,2.22,1.95,2.05,2.33,2.62,2.46,2.29
EV/Sales High,1.31,1.51,1.98,2.63,2.22,2.45,2.56,2.93,2.74,2.60
EV/Sales Low,0.87,1.18,1.44,1.92,1.69,1.74,2.04,2.15,2.17,1.99
EV/EBITDA,12.46,13.41,14.97,14.87,11.47,17.69,16.20,20.36,19.68,18.06
EV/EBITDA Average,10.98,11.93,12.70,14.91,13.02,14.82,16.73,19.79,21.46,18.45
EV/EBITDA High,12.61,13.47,15.28,17.67,14.82,17.70,18.38,22.19,23.94,20.94
EV/EBITDA Low,8.33,10.51,11.11,12.90,11.32,12.56,14.64,16.26,18.93,16.05
EV/EBIT,14.44,15.31,16.84,16.40,12.68,20.16,18.51,24.29,23.86,21.75
EV/EBIT Average,12.72,13.63,14.29,16.44,14.39,16.90,19.11,23.62,26.03,22.22
EV/EBIT High,14.62,15.39,17.20,19.48,16.38,20.17,21.01,26.48,29.03,25.23
EV/EBIT Low,9.66,12.01,12.50,14.22,12.51,14.31,16.73,19.40,22.95,19.34
Last Price,21.84,26.70,33.78,38.22,30.15,43.36,40.89,48.69,42.32,46.96
High Price,22.11,26.83,34.49,45.72,38.84,43.39,46.26,52.97,52.51,55.11
Low Price,14.73,20.97,25.03,32.92,29.75,30.69,37.00,39.01,40.48,41.25
Enterprise Value,11341,13997,17938,21090,15742,23330,21422,25864,25650,27957
Enterprise Value Average,9992,12456,15222,21144,17865,19553,22116,25144,27973,28566
Enterprise Value High,11480,14068,18313,25054,20334,23346,24307,28192,31198,32425
Enterprise Value Low,7586,10976,13317,18289,15530,16562,19357,20655,24673,24854
