,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,4771,5763,6672,8774,10060,11223,12067,5199,8598,11667
+ Sales & Services Revenue,4771,5763,6672,8774,10060,11223,12067,5199,8598,11667
- Cost of Revenue,1038,1179,1310,1597,1757,1965,2163,1680,1522,1657
+ Cost of Goods & Services,1038,1179,1310,1597,1757,1965,2163,1680,1522,1657
Gross Profit,3733,4584,5363,7177,8303,9258,9904,3519,7076,10010
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,3223,3999,4949,6598,7636,8475,8943,5046,6814,8821
"+ Selling, General & Admin",2573,3234,3955,5046,5974,6575,6982,3143,4926,6848
+ Research & Development,578,686,830,1235,1387,1617,1763,1010,1074,1181
+ Other Operating Expense,72,80,164,317,275,283,198,893,814,792
Operating Income (Loss),510,585,414,579,667,783,961,-1527,262,1189
- Non-Operating (Income) Loss,210,120,-512,302,251,298,186,1624,300,651
"+ Interest Expense, Net",63,71,110,153,148,119,114,342,342,217
+ Interest Expense,87,98,126,173,182,190,173,360,351,277
- Interest Income,25,27,17,20,34,71,59,18,9,60
+ Other Non-Op (Income) Loss,147,49,-622,149,103,179,72,1282,-42,434
Pretax Income,301,465,926,277,417,485,775,-3151,-38,538
- Income Tax Expense (Benefit),84,92,203,15,45,87,203,-423,-53,195
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,216,373,723,261,371,398,572,-2728,15,343
- Net Extraordinary Losses (Gains),-33,-50,-83,-41,-13,-16,14,-232,6,-18
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-33,-50,-83,-41,-13,-16,14,-232,6,-18
Income (Loss) Incl. MI,249,423,806,302,385,414,558,-2496,9,361
- Minority Interest,16,25,42,21,7,8,-7,116,-3,9
"Net Income, GAAP",233,398,764,282,378,406,565,-2612,12,352
- Preferred Dividends,0,0,0,0,0,0,0,75,67,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",233,398,764,282,378,406,565,-2687,-55,352
Basic Weighted Avg Shares,135,129,130,150,152,150,147,141,150,157
"Basic EPS, GAAP",1.73,3.09,5.87,1.87,2.49,2.71,3.84,-19.00,-0.37,2.25
Basic EPS from Cont Ops,1.60,2.89,5.55,1.74,2.45,2.65,3.89,-19.29,0.10,2.19
Diluted Weighted Avg Shares,140,133,134,155,156,153,150,141,150,162
"Diluted EPS, GAAP",1.67,2.99,5.70,1.82,2.42,2.66,3.77,-19.00,-0.37,2.18
Diluted EPS from Cont Ops,1.55,2.80,5.39,1.69,2.37,2.60,3.82,-19.29,0.10,2.12
EBITDA,794,930,914,1373,1557,1784,1871,-459,1076,1981
EBITDA Margin (%),16.64,16.14,13.70,15.65,15.48,15.90,15.51,-8.83,12.51,16.98
EBITA,510,585,414,579,667,783,961,-1527,262,1189
EBIT,510,585,414,579,667,783,961,-1527,262,1189
Gross Margin (%),78.24,79.54,80.37,81.80,82.54,82.49,82.08,67.69,82.30,85.80
Operating Margin (%),10.70,10.15,6.20,6.60,6.63,6.98,7.96,-29.37,3.05,10.19
Profit Margin (%),4.88,6.91,11.46,3.21,3.76,3.62,4.68,-50.24,0.14,3.02
Sales per Employee,327471,316501,356237,437039,444831,458082,475079,272199,580946,707091
Dividend per Share,0.56,0.66,0.83,1.00,1.16,1.24,1.32,0.87,0.45,0
Depreciation Expense,283,345,500,794,890,1001,910,1068,814,792
